question_number,question,answer,model,num_ctx,prompt_eval_count,eval_count,total_duration,load_duration,prompt_eval_duration,eval_duration
34,"Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?","Q: Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?
Answer: 
1. ZF Gainesville LLC
2. WIKA USA
3. Yazaki North America
4. YKK USA Inc.
5. Yamaha Motor Manufacturing Corp.
6. Yachiyo Manufacturing of America LLC
7. TI Fluid Systems
8. TN Americas Holding Inc.
9. Toyota Industries Group (TACG-TICA)
10. Superior Essex Inc.
Count: 10

Supporting companies/rows: 
- ZF Gainesville LLC (rows 203, 204, 205)
- WIKA USA (row 196)
- Yazaki North America (row 201)
- YKK USA Inc. (row 202)
- Yamaha Motor Manufacturing Corp. (row 200)
- Yachiyo Manufacturing of America LLC (row 199)
- TI Fluid Systems (rows 180, 181)
- TN Americas Holding Inc. (row 183)
- Toyota Industries Group (TACG-TICA) (row 184)
- Superior Essex Inc. (row 171)

Notes: Employment figures are aggregated across multiple rows where a company appears more than once. All companies in the dataset operate within the automotive supply chain; `EV / Battery Relevant` = ""Yes"" is used to identify EV-specific component involvement, indicating transition readiness.",qwen3.6:35b-a3b,65536,39575,10686,691583634741,241364156,617203963,684801827889
35,"How many Georgia companies are now producing lithium-ion battery materials, cells, or electrolytes?","Q: How many Georgia companies are producing lithium-ion battery materials, cells, or electrolytes?
Answer: F&P Georgia Manufacturing
Hitachi Astemo Americas Inc.
Hollingsworth & Vose Co.
Honda Development & Manufacturing
IMMI
Count: 5
Supporting companies/rows: F&P Georgia Manufacturing (row_id 53), Hitachi Astemo Americas Inc. (row_id 76), Hollingsworth & Vose Co. (row_id 77), Honda Development & Manufacturing (row_id 78), IMMI (row_id 86)
Notes:",qwen3.6:35b-a3b,65536,39569,3837,244125166885,259373190,598136969,241011561657
36,Which Georgia Tier 2/3 suppliers currently produce lightweight aluminum or composite materials and are growing their EV-specific customer base?,"Q: Which Georgia Tier 2/3 suppliers currently produce lightweight aluminum or composite materials and are growing their EV-specific customer base?
Answer: Not found in the data.
Supporting companies/rows: 
Notes:",qwen3.6:35b-a3b,65536,39575,2374,150698466806,262445652,596621105,148397865597
37,"Identify Georgia companies whose product descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' — these signal EV powertrain electronics growth.","Q: Identify Georgia companies whose product descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller'.
Answer: GSC Steel Stamping LLC (1)
Supporting companies/rows: GSC Steel Stamping LLC (row_id 69)
Notes:",qwen3.6:35b-a3b,65536,39588,4813,306456887161,241936710,617164000,302844917402
38,"Which Georgia automotive companies employ over 1,000 workers but are currently categorized as only ""Indirectly Relevant"" to the EV sector, indicating a massive workforce pool ready for a strategic pivot?","Q: Which Georgia automotive companies employ over 1,000 workers but are currently categorized as only ""Indirectly Relevant"" to the EV sector?
Answer: TCI Powder Coatings, Teklas USA, Textron Specialized Vehicles. Count: 3
Supporting companies/rows: TCI Powder Coatings (row_id 173), Teklas USA (row_id 176), Textron Specialized Vehicles (row_id 177)
Notes:",qwen3.6:35b-a3b,65536,39592,4653,296203301149,258752058,633077275,292656664236
39,"Which three Georgia companies have the largest employment in EV thermal management, and how many employees does each have?","Q: Which three Georgia companies have the largest employment in EV thermal management, and how many employees does each have?
Answer: Novelis Inc. (200 employees), Freudenberg-NOK (160 employees), and Peerless-Winsmith Inc. (160 employees).
Supporting companies/rows: Novelis Inc. (row_id 129), Freudenberg-NOK (row_id 60), Peerless-Winsmith Inc. (row_id 139)
Notes: Tie for second place between Freudenberg-NOK and Peerless-Winsmith Inc.",qwen3.6:35b-a3b,65536,39572,3043,193059806292,242503903,599962571,190456340734
40,"Which companies are involved in thermal-related products or services, and what roles and facility types are they associated with?","Q: Which companies are involved in thermal-related products or services, and what roles and facility types are they associated with?
Answer: The companies involved in thermal-related products or services are:
1. Freudenberg-NOK
2. Novelis Inc.
3. Peerless-Winsmith Inc.
4. ZF Gainesville LLC
Total count: 4 companies (5 dataset entries).

Associated roles and facility types:
- Freudenberg-NOK (row_id 60): EV Supply Chain Role: Thermal Management | Primary Facility Type: Manufacturing Plant
- Novelis Inc. (row_id 129): EV Supply Chain Role: Thermal Management | Primary Facility Type: Manufacturing Plant
- Peerless-Winsmith Inc. (row_id 139): EV Supply Chain Role: Thermal Management | Primary Facility Type: Manufacturing Plant
- ZF Gainesville LLC (row_id 204): EV Supply Chain Role: EV thermal management and power electronics | Primary Facility Type: Manufacturing
- ZF Gainesville LLC (row_id 205): EV Supply Chain Role: EV thermal systems and electronics | Primary Facility Type: Engineering / Operations

Supporting companies/rows: Freudenberg-NOK (row_id 60), Novelis Inc. (row_id 129), Peerless-Winsmith Inc. (row_id 139), ZF Gainesville LLC (row_ids 204, 205)
Notes:",qwen3.6:35b-a3b,65536,39573,5338,340324901922,240717046,604994513,336462770044
41,Which Tier 1/2 Georgia companies listed under General Automotive suggest a gradual evolution toward EV-related products or markets?,"Q: Which Tier 1/2 Georgia companies listed under General Automotive suggest a gradual evolution toward EV-related products or markets?
Answer: Fouts Brothers Fire Equipment, Hyundai Industrial Co., Hyundai MOBIS (Georgia), Hyundai Transys Georgia Seating Systems, Inalfa Roof Systems Inc., Jefferson Southern Corp. (6)
Supporting companies/rows: Fouts Brothers Fire Equipment (row_id 57), Hyundai Industrial Co. (row_id 81), Hyundai MOBIS (Georgia) (row_id 82), Hyundai Transys Georgia Seating Systems (row_id 85), Inalfa Roof Systems Inc. (row_id 88), Jefferson Southern Corp. (row_id 90)
Notes: The dataset categorizes these companies as having ""Indirect"" EV/Battery relevance, which aligns with the prompt's description of suggesting a gradual evolution toward EV-related products or markets. All other Tier 1/2 companies in the General Automotive category are explicitly marked as ""Yes"" or ""No"" for EV/Battery relevance.",qwen3.6:35b-a3b,65536,39574,4445,282930566538,245278304,590590809,279558154090
42,How is demand for thermal management solutions reflected in the number and employment size of Georgia Thermal Management suppliers?,"Q: How is demand for thermal management solutions reflected in the number and employment size of Georgia Thermal Management suppliers?
Answer: 
- Freudenberg-NOK
- Hyundai Transys Georgia Powertrain
- Novelis Inc.
- Peerless-Winsmith Inc.
Count: 4 companies. Combined employment size: 650.
Supporting companies/rows: Freudenberg-NOK (row_id 60), Hyundai Transys Georgia Powertrain (row_id 84), Novelis Inc. (row_id 129), Peerless-Winsmith Inc. (row_id 139)
Notes:",qwen3.6:35b-a3b,65536,39571,3174,201600075268,254988218,609353850,198884869994
43,"Which Georgia companies are involved in battery recycling or second-life battery processing, reflecting the emerging circular economy trend?","Q: Which Georgia companies are involved in battery recycling or second-life battery processing, reflecting the emerging circular economy trend?
Answer: Enplas USA Inc.
F&P Georgia Manufacturing
Count: 2
Supporting companies/rows: Enplas USA Inc. (row_id 50), F&P Georgia Manufacturing (row_id 53)
Notes:",qwen3.6:35b-a3b,65536,39572,3027,192071305485,238992006,596518932,189463412636
44,"Which Georgia suppliers appear to play innovation-stage roles through research, development, or prototyping activity?","Q: Which Georgia suppliers appear to play innovation-stage roles through research, development, or prototyping activity?
Answer: 
- Racemark International LLC
Count: 1
Supporting companies/rows: Racemark International LLC (row_id: 150)
Notes:",qwen3.6:35b-a3b,65536,39570,2326,147509809075,246159115,594884863,145269886638
45,"Which Georgia suppliers currently serving traditional OEMs are also linked to EV-native OEMs, showing dual-platform supply capability?","Q: Which Georgia suppliers currently serving traditional OEMs are also linked to EV-native OEMs, showing dual-platform supply capability?
Answer: Not found in the data.
Supporting companies/rows: 
Notes: The JSONL knowledge base does not categorize OEMs as ""traditional"" or ""EV-native,"" nor does it explicitly track or label dual-platform supply linkages based on those classifications. Therefore, the question cannot be answered using only the provided data.",qwen3.6:35b-a3b,65536,39574,3822,242974350380,246579121,600711852,239935147014
46,Identify Georgia areas that currently lack Battery Cell or Battery Pack suppliers but have existing Tier 1 general automotive infrastructure.,"Q: Identify Georgia areas that currently lack Battery Cell or Battery Pack suppliers but have existing Tier 1 general automotive infrastructure.

Answer: The following 48 Georgia areas (City, County) host Tier 1 General Automotive suppliers but do not have any Battery Cell or Battery Pack suppliers in the dataset:
1. Commerce, Forsyth County
2. West Point, Troup County
3. Pendergrass, Hall County
4. Lavonia, Rabun County
5. Lavonia, Franklin County
6. LaGrange, Meriwether County
7. LaGrange, Troup County
8. LaGrange, Clayton County
9. LaGrange, Lamar County
10. Macon, Bibb County
11. Hammond Industrial Park, Troup County
12. Tucker, Gwinnett County
13. Dublin, Laurens County
14. Dublin, Lowndes County
15. Madison, Morgan County
16. Dawsonville, Dawson County
17. Carrollton, Carroll County
18. Hogansville, Meriwether County
19. Suwanee, Gwinnett County
20. Suwanee, Clayton County
21. Suwanee, Forsyth County
22. Sandy Springs, Fulton County
23. Lawrenceville, Gwinnett County
24. Dalton, Murray County
25. Smyrna, Fulton County
26. Rome, Cobb County
27. Toccoa, Franklin County
28. Cumming, Forsyth County
29. Covington, Newton County
30. Cairo, Grady County
31. Atlanta, Fulton County
32. Locust Grove, Henry County
33. Gainesville, Hall County
34. Morrow, Clayton County
35. Mableton, Cobb County
36. Peachtree City, Fayette County
37. Peachtree City, Walker County
38. Griffin, Spalding County
39. Athens, Clarke County
40. Clarkesville, Habersham County
41. Canton, Cherokee County
42. Albany, Dougherty County
43. Calhoun, Whitfield County
44. Pooler, Bryan County
45. Flowery Branch, Forsyth County
46. Cataula, Harris County
47. Jefferson, Barrow County
48. Ringgold, Catoosa County
49. Augusta, Elbert County
50. Dahlonega, Dawson County
51. Alpharetta, Forsyth County

Supporting companies/rows: Rows 91, 92, 93, 94, 96, 97, 98, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 117, 118, 120, 121, 122, 123, 124, 125, 126, 127, 128, 130, 131, 133, 134, 135, 136, 137, 138, 140, 141, 143, 144, 145, 146, 147, 148, 149, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 164, 165, 166, 167, 168, 169.

Notes: Two areas that host Tier 1 General Automotive infrastructure were excluded because they also host Battery Pack suppliers in the dataset: Rome, Floyd County (row 53) and Dublin, Johnson County (row 86). All listed areas meet the criteria of having Tier 1 General Automotive infrastructure while lacking Battery Cell or Battery Pack suppliers.",qwen3.6:35b-a3b,65536,39574,9118,587205744766,254956881,589386482,581282754856
47,"For a new Tier 1 battery thermal management company looking to locate in Georgia, which areas have the highest concentration of Materials-category suppliers that could support thermal management production?","Q: For a new Tier 1 battery thermal management company, which Georgia areas have the highest concentration of Tier 1 suppliers with an EV Supply Chain Role of ""Materials""?
Answer: Bryan County has the highest concentration with 2 suppliers. Fayette County has 1 supplier.
Supporting companies/rows: PHA Body Systems LLC (row_id 142), SK Battery America (row_id 163), Panasonic Automotive Systems Co. (row_id 137)
Notes:",qwen3.6:35b-a3b,65536,39584,4688,298473809471,245481107,608020563,294960642663
48,"Which Georgia areas have concentrated Manufacturing Plant facilities that already supply the EV chain indirectly but have no dedicated EV production yet, marking them as prime conversion candidates?","Q: Which Georgia areas have concentrated Manufacturing Plant facilities that already supply the EV chain indirectly but have no dedicated EV production yet, marking them as prime conversion candidates?
Answer: The following 54 unique Georgia areas (City, County) contain Manufacturing Plant facilities that supply the EV chain indirectly (EV / Battery Relevant: ""Indirect"") without dedicated EV production:
- Warrenton, Warren County
- West Point, Harris County
- Covington, Morgan County
- Norcross, Gwinnett County
- Augusta, Burke County
- Alpharetta, Forsyth County
- Loganville, Gwinnett County
- Blue Ridge, Union County
- Toccoa, Franklin County
- Griffin, Spalding County
- Buford, Forsyth County
- Evans, Columbia County
- Cartersville, Bartow County
- Fairburn, Fayette County
- Barnesville, Lamar County
- Covington, Henry County
- Smyrna, Cobb County
- Metter, Emanuel County
- Augusta, Richmond County
- Dublin, Johnson County
- Baxley, Appling County
- Athens, Clarke County
- Register, Bulloch County
- Statesboro, Bulloch County
- Dublin, Laurens County
- Milledgeville, Baldwin County
- Duluth, Gwinnett County
- LaGrange, Troup County
- Dalton, Cobb County
- Jefferson, Jackson County
- Savannah, Bryan County
- Buford, Hall County
- Ellabell, Lowndes County
- West Point, Troup County
- Acworth, Cobb County
- Commerce, Forsyth County
- Pendergrass, Hall County
- Lavonia, Rabun County
- Madison, Morgan County
- Dublin, Lowndes County
- Sandy Springs, Fulton County
- Lawrenceville, Gwinnett County
- Smyrna, Fulton County
- Rome, Cobb County
- Atlanta, Fulton County
- Locust Grove, Henry County
- Gainesville, Hall County
- Peachtree City, Fayette County
- Pooler, Bryan County
- Peachtree City, Walker County
- Flowery Branch, Forsyth County
- LaGrange, Clayton County
- Ellabell, Bryan County
- Augusta, Elbert County

Supporting companies/rows: ACM Georgia LLC (1), Adient (2), Archer Aviation Inc. (8), Arising Industries Inc. (10), Aurubis (13), AVS (14), Big Tex Trailer Manufacturing Inc. (16), Blue Ridge Manufacturing (18), Bosch (Automotive Division) (22), Bridgestone Bandag (23), Carcoustics USA (24), Club Car LLC (25), Constellium Automotive USA (26), Continental Automotive (27), Continental Tire the Americas LLC (28), DAEHAN Solution Georgia LLC (30), Daesol Ausys (31), DAS Corp. (34), Denkai America (37), Dinex Emissions Inc. (40), Down 2 Earth Trailers (43), Eaton Corp. (45), Ecoplastic America Corporation (46), Ecoplastic Corporation (47), Erdrich USA Inc. (51), Fouts Brothers Fire Equipment (57), FOX Factory (58), Freudenberg-NOK (60), GEDIA Georgia LLC (62), Global Powertrain Systems LLC (63), GLOVIS Georgia LLC (64), Haering Precision USA LP (70), HEXPOL Compounding Corp. (74), Hyundai Industrial Co. (81), Hyundai MOBIS (Georgia) (82), Hyundai Transys Georgia Seating Systems (85), Inalfa Roof Systems Inc. (88), Jefferson Southern Corp. (90), JTEKT North America Corp. (93), Kautex Inc. (94), Lund International Inc. (103), Mack Trucks (107), Mercedes-Benz USA LLC (113), Michelin Tread Technologies (114), Milliken & Co./Valway Plant (115), Mobis Alabama LLC (117), Morgan Corp. (119), Murata Electronics North America Inc. (120), Neaton Rome Inc. (121), Novelis Inc. (127, 129), NVH Korea (130), Oneda Corp. (131), Panasonic Automotive Systems Co. (137), Perkins Small Engines LLC (140), Peterson Spring (141), Porsche Cars North America Inc. (146), Propex Operating Co. LLC (148), RealTruck (151), Robert Bosch LLC (153), Sewon America Inc. (160), SHIROKI North America Inc (162), SK Battery America (163), Solvay Specialty Polymers USA LLC (165), Stryten Energy (168), SungEel Recycling Park Georgia (170)
Notes: [Blank]",qwen3.6:35b-a3b,65536,39581,10678,690981905406,261667866,587968501,684223686917
49,"For an international battery materials company seeking a Georgia location, which areas have existing chemical manufacturing infrastructure?","Q: For an international battery materials company seeking a Georgia location, which areas have existing chemical manufacturing infrastructure?
Answer: Covington (Morgan County) and Norcross (Gwinnett County).
Supporting companies/rows: Archer Aviation Inc. (row_id 8), Arising Industries Inc. (row_id 9)
Notes:",qwen3.6:35b-a3b,65536,39570,7267,465700935335,255683951,604706067,460771617047
50,"Which Georgia areas have R&D facility types in the automotive sector, suggesting innovation infrastructure suitable for EV technology development centers?","Q: Which Georgia areas have R&D facility types in the automotive sector?
Answer: Gray, Jones County
Count: 1
Supporting companies/rows: Ramemark International LLC (row_id 150)
Notes:",qwen3.6:35b-a3b,65536,39574,2587,163994764966,248394752,601030856,161602898538
