arm,model_name,question_number,question_type,judge_recommended,use_case_category,status,answered,error_message,gold_count,pred_count,count_correct,count_error,gold_company_count,pred_company_count,company_precision,company_recall,company_f1,missing_companies,extra_kb_companies,gold_county_count,pred_county_count,county_precision,county_recall,county_f1,entity_basis,entity_precision,entity_recall,entity_f1,gold_numbers,numeric_recall,field_value_accuracy,unknown_company_mentions,unknown_company_mention_count,has_answer_section,has_evidence_section,has_count_section,has_supporting_row_ids_section,has_notes_section,format_core_ok,supporting_row_ids,supporting_row_id_count,bad_supporting_row_ids,duplicate_supporting_row_id_count,count_vs_supporting_ids_ok,inline_thinking_leak,prompt_eval_count,eval_count,num_ctx_requested,runtime_seconds,map_failed_count,candidate_count,verified_count,response_char_count,source_file,source_question
direct_context,gemma3:27b,28,list_or_lookup,False,Supply Chain Risk & Resilience,ok,True,,3,7,False,4,3,7,0.0,0.0,0.0,"[""Freudenberg-NOK"", ""Hyundai Transys Georgia Powertrain"", ""Peerless-Winsmith Inc.""]","[""FREYR Battery"", ""Great Dane LP"", ""SRG Global Inc."", ""Suzuki Manufacturing of America Corp."", ""TCI Powder Coatings"", ""TDK Components USA Inc."", ""Trenton Pressing Inc.""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""130"", ""160"", ""200""]",0.3333,0.1111,[],0,True,True,True,True,True,True,"[162, 167, 168, 170, 172, 174, 186]",7,[],0,True,False,39146,322,65536,12.759507621,,,,1051,results/direct_context/raw_json/answers_gemma3_27b.jsonl,Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.
direct_context,gemma3:27b,29,list_or_lookup,False,Supply Chain Risk & Resilience,ok,True,,23,202,False,179,23,51,0.3725,0.8261,0.5135,"[""Trenton Pressing Inc."", ""Volvo Group North America"", ""Wabash National Corp."", ""Wheelabrator Group Inc.""]","[""Ascend Elements"", ""Aspen Aerogels"", ""Aurubis"", ""Continental Automotive"", ""Daimler Truck North America"", ""Duckyang"", ""Enchem America Inc."", ""FOX Factory"", ""Flambeau Inc."", ""Fouts Brothers Fire Equipment"", ""Freudenberg-NOK"", ""Grudem"", ""Honda Development & Manufacturing"", ""Hyundai & LG Energy Solution (LGES)"", ""Hyundai Transys Georgia Seating Systems"", ""JTEKT North America Corp."", ""Jefferson Southern Corp."", ""Kautex Inc."", ""Kia Georgia Inc."", ""Lark United Manufacturing Inc."", ""Lund International Inc."", ""Mercedes-Benz USA LLC"", ""Porsche Cars North America Inc."", ""Racemark International LLC"", ""SK Battery America"", ""SKF USA Inc."", ""Sewon America Inc."", ""SungEel Recycling Park Georgia"", ""TCI Powder Coatings"", ""Teklas USA"", ""Textron Specialized Vehicles"", ""Thermal Ceramics Inc.""]",0,0,1.0,1.0,1.0,company,0.3725,0.8261,0.5135,[],,1.0,"[""Beavor Manufacturing Co. Inc"", ""Thomon Plastics Inc""]",2,True,True,True,True,True,True,"[150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205]",56,[],0,False,False,39134,1352,65536,48.930567408,,,,3202,results/direct_context/raw_json/answers_gemma3_27b.jsonl,Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?
direct_context,gemma3:27b,30,aggregation_ranking_judge_recommended,True,Supply Chain Mapping & Visibility,ok,True,,10,10,True,0,10,10,0.7,0.7,0.7,"[""Lund International Inc."", ""Mack Trucks"", ""Mando America Corp.""]","[""FOX Factory"", ""Flambeau Inc."", ""Grudem""]",0,0,1.0,1.0,1.0,company,0.7,0.7,0.7,"[""400"", ""460"", ""500"", ""582"", ""630"", ""700"", ""800"", ""860""]",0.875,0.9,[],0,True,True,True,True,True,True,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,[],0,True,False,39142,416,65536,15.844266438,,,,1478,results/direct_context/raw_json/answers_gemma3_27b.jsonl,"Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?"
direct_context,gemma3:27b,31,list_or_lookup,False,Product & Technology Trends,ok,True,,7,12,False,5,7,11,0.0909,0.1429,0.1111,"[""Bridgestone Bandag"", ""Dinex Emissions Inc."", ""Down 2 Earth Trailers"", ""Eaton Corp."", ""Erdrich USA Inc."", ""Global Powertrain Systems LLC""]","[""Ascend Elements"", ""Aspen Aerogels"", ""Aurubis"", ""Dongwon Autopart Technology Georgia LLC"", ""Duckyang"", ""Hyundai & LG Energy Solution (LGES)"", ""Lehigh Technologies Inc."", ""MollerTech LLC"", ""Racemark International LLC"", ""SK Battery America""]",0,0,1.0,1.0,1.0,company,0.0909,0.1429,0.1111,"[""2"", ""3""]",1.0,0.6786,[],0,True,True,True,True,True,True,"[11, 12, 13, 14, 35, 41, 67, 93, 118, 120, 150, 163]",12,[],0,True,False,39141,412,65536,15.858086972,,,,1481,results/direct_context/raw_json/answers_gemma3_27b.jsonl,Which Georgia Tier 2/3 suppliers currently produce lightweight aluminum or composite materials and are ev relevant or indirectly ev relevant?
direct_context,gemma3:27b,32,list_or_lookup,False,Product & Technology Trends,ok,True,,1,3,False,2,1,3,0.0,0.0,0.0,"[""GSC Steel Stamping LLC""]","[""Panasonic Automotive Systems Co."", ""Toyota Industries Group (TACG-TICA)"", ""Trenton Pressing Inc.""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,1.0,"[""GSC Steel Engineering Inc"", ""Jackson America""]",2,True,True,True,True,True,True,"[69, 137, 186]",3,[],0,True,False,39153,164,65536,7.019582364,,,,639,results/direct_context/raw_json/answers_gemma3_27b.jsonl,"Identify Georgia companies whose product descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' — these signal EV powertrain electronics growth."
direct_context,gemma3:27b,33,list_or_lookup_judge_recommended,True,Product & Technology Trends,ok,True,,3,4,False,1,3,4,0.0,0.0,0.0,"[""TCI Powder Coatings"", ""Teklas USA"", ""Textron Specialized Vehicles""]","[""JTEKT North America Corp."", ""Kia Georgia Inc."", ""Lear Corporation"", ""Porsche Cars North America Inc.""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""1000"", ""1100"", ""1800"", ""3000""]",0.25,0.5,[],0,True,True,True,True,True,True,"[1, 95, 100, 121]",4,[],0,True,False,39157,227,65536,9.225336272,,,,787,results/direct_context/raw_json/answers_gemma3_27b.jsonl,"Which Georgia automotive companies employ over 1,000 workers but are currently categorized as only ""Indirectly Relevant"" to the EV sector, indicating a massive workforce pool ready for a strategic pivot?"
direct_context,gemma3:27b,34,aggregation_ranking,False,Product & Technology Trends,ok,True,,4,10,False,6,4,11,0.1818,0.5,0.2667,"[""Freudenberg-NOK"", ""Peerless-Winsmith Inc.""]","[""Bosch (Automotive Division)"", ""Dinex Emissions Inc."", ""Fouts Brothers Fire Equipment"", ""Linde + Wiemann"", ""SK Battery America"", ""SungEel Recycling Park Georgia"", ""Thermal Ceramics Inc."", ""Toyota Industries Group (TACG-TICA)"", ""WIKA USA""]",0,0,1.0,1.0,1.0,company,0.1818,0.5,0.2667,"[""160"", ""200"", ""170000""]",0.6667,0.75,[],0,True,True,True,True,True,True,"[6, 60, 129, 153, 178, 184, 196, 203, 204, 205]",10,[],0,True,False,39138,435,65536,16.382243437,,,,1380,results/direct_context/raw_json/answers_gemma3_27b.jsonl,"Which four Georgia companies have the largest employment in EV thermal management, and how many employees does each have?"
direct_context,gemma3:27b,35,list_multi_filter,False,Product & Technology Trends,ok,True,,5,12,False,7,5,12,0.1667,0.4,0.2353,"[""Freudenberg-NOK"", ""Hyundai Transys Georgia Powertrain"", ""Novelis Inc.""]","[""Bosch (Automotive Division)"", ""Dinex Emissions Inc."", ""Duckyang"", ""HEXPOL Compounding Corp."", ""Hyundai Motor Group"", ""Hyundai Transys Georgia Seating Systems"", ""SK Battery America"", ""SungEel Recycling Park Georgia"", ""TI Fluid Systems"", ""WIKA USA""]",0,0,1.0,1.0,1.0,company,0.1667,0.4,0.2353,[],,0.8,[],0,True,True,True,True,True,True,"[6, 35, 60, 76, 84, 139, 153, 162, 170, 181, 196, 203]",12,[],0,True,False,39140,362,65536,13.950826153,,,,1322,results/direct_context/raw_json/answers_gemma3_27b.jsonl,"Which companies are involved in thermal-related products or services, and what roles and facility types are they associated with?"
direct_context,gemma3:27b,36,list_or_lookup,False,Product & Technology Trends,ok,True,,11,21,False,10,11,19,0.1579,0.2727,0.2,"[""Hwashin"", ""Hyundai & LG Energy Solution (LGES)"", ""Hyundai Industrial Co."", ""Hyundai Transys Georgia Seating Systems"", ""IMS Gear Georgia Inc."", ""Inalfa Roof Systems Inc."", ""JAC Products Inc."", ""Jefferson Southern Corp.""]","[""Great Dane LP"", ""Hollingsworth & Vose Co."", ""Honda Development & Manufacturing"", ""JTEKT North America Corp."", ""Kautex Inc."", ""Kia Georgia Inc."", ""Kumho Tire USA Inc."", ""Kyungshin America Corp."", ""Lear Corporation"", ""Nile Automotive"", ""TI Fluid Systems"", ""WIKA USA"", ""Woodbridge Foam Corp."", ""Woory Industrial Co."", ""Yachiyo Manufacturing of America LLC"", ""Yamaha Motor Manufacturing Corp.""]",0,0,1.0,1.0,1.0,company,0.1579,0.2727,0.2,"[""1"", ""2""]",1.0,1.0,[],0,True,True,True,True,True,True,"[1, 2, 10, 75, 76, 77, 78, 95, 96, 97, 98, 100, 124, 162, 175, 181, 196, 197, 198, 199, 200]",21,[],0,True,False,39130,564,65536,21.12940023,,,,1638,results/direct_context/raw_json/answers_gemma3_27b.jsonl,Which Tier 1/2 Georgia companies listed under General Automotive?
direct_context,gemma3:27b,37,list_or_lookup,False,Product & Technology Trends,ok,True,,5,6,False,1,5,5,0.0,0.0,0.0,"[""Freudenberg-NOK"", ""Hyundai Transys Georgia Powertrain"", ""Novelis Inc."", ""Peerless-Winsmith Inc."", ""ZF Gainesville LLC""]","[""Dinex Emissions Inc."", ""Duckyang"", ""Hyundai Transys Georgia Seating Systems"", ""Lehigh Technologies Inc."", ""SHIROKI North America Inc""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""130"", ""160"", ""200"", ""170000"", ""170650""]",0.2,0.5,"[""Hyundai Astemo Americas Inc""]",1,True,True,True,True,True,True,"[6, 35, 76, 77, 84, 153]",6,[],0,True,False,39137,227,65536,9.364854815,,,,709,results/direct_context/raw_json/answers_gemma3_27b.jsonl,How is demand for thermal management solutions reflected in the number and employment size of Georgia Thermal Management suppliers?
direct_context,gemma3:27b,38,list_or_lookup_judge_recommended,True,Product & Technology Trends,ok,True,,2,5,False,3,2,5,0.0,0.0,0.0,"[""Enplas USA Inc."", ""F&P Georgia Manufacturing""]","[""Ascend Elements"", ""Racemark International LLC"", ""SK Battery America"", ""TCI Powder Coatings"", ""Trenton Pressing Inc.""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,,[],0,True,True,True,True,True,True,"[150, 153, 163, 173, 186]",5,[],0,True,False,39139,212,65536,8.848797808,,,,773,results/direct_context/raw_json/answers_gemma3_27b.jsonl,"Which Georgia companies are involved in battery recycling or second-life battery processing, reflecting the emerging circular economy trend?"
direct_context,gemma3:27b,39,list_or_lookup_judge_recommended,True,Product & Technology Trends,ok,True,,1,3,False,2,1,5,0.2,1.0,0.3333,[],"[""Panasonic Automotive Systems Co."", ""TCI Powder Coatings"", ""Trenton Pressing Inc."", ""Yachiyo Manufacturing of America LLC""]",0,0,1.0,1.0,1.0,company,0.2,1.0,0.3333,[],,0.5,[],0,True,True,True,True,True,True,"[150, 173, 199]",3,[],0,True,False,39137,187,65536,7.764509652,,,,754,results/direct_context/raw_json/answers_gemma3_27b.jsonl,"Which Georgia supplier appears to play an innovation-stage role through research, development, or prototyping activity?"
direct_context,gemma3:27b,40,list_or_lookup_judge_recommended,True,Product & Technology Trends,ok,True,,5,13,False,8,5,18,0.0556,0.2,0.087,"[""Duckyang"", ""Enchem America Inc."", ""GSC Steel Stamping LLC"", ""Hyundai Transys Georgia Powertrain""]","[""Archer Aviation Inc."", ""Blue Bird Corp."", ""Kia Georgia Inc."", ""Mercedes-Benz USA LLC"", ""Rivian Automotive"", ""SK Battery America"", ""Superior Essex Inc."", ""Suzuki Manufacturing of America Corp."", ""TCI Powder Coatings"", ""TDK Components USA Inc."", ""TE Connectivity"", ""TI Fluid Systems"", ""Teklas USA"", ""Textron Specialized Vehicles"", ""Thermal Ceramics Inc."", ""Thomson Plastics Inc."", ""Yamaha Motor Manufacturing Corp.""]",0,0,1.0,1.0,1.0,company,0.0556,0.2,0.087,[],,0.5,[],0,True,True,True,True,True,True,"[150, 163, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181]",13,[],0,True,False,39140,434,65536,16.380752293,,,,1439,results/direct_context/raw_json/answers_gemma3_27b.jsonl,"Which Georgia suppliers currently serving traditional OEMs are also linked to EV-native OEMs, showing dual-platform supply capability?"
direct_context,gemma3:27b,41,lookup,False,Site Selection & Expansion Planning,ok,True,,2,5,False,3,2,5,0.0,0.0,0.0,"[""Archer Aviation Inc."", ""Arising Industries Inc.""]","[""Ascend Elements"", ""Aurubis"", ""DAEHAN Solution Georgia LLC"", ""Enchem America Inc."", ""Solvay Specialty Polymers USA LLC""]",2,0,0.0,0.0,0.0,company,0.0,0.0,0.0,[],,0.0,"[""BASF Corporation"", ""Dow Chemical Company"", ""Primary Metal Industries""]",3,True,True,True,True,True,True,"[11, 13, 30, 51, 129]",5,[],0,True,False,39136,204,65536,8.390465028,,,,788,results/direct_context/raw_json/answers_gemma3_27b.jsonl,"For an international battery materials company seeking a Georgia location, which areas have existing chemical manufacturing infrastructure?"
direct_context,gemma3:27b,42,list_or_lookup_judge_recommended,True,Site Selection & Expansion Planning,ok,True,,1,4,False,3,1,4,0.25,1.0,0.4,[],"[""Minebea AccessSolutions USA Inc."", ""Suzuki Manufacturing of America Corp."", ""Yamaha Motor Manufacturing Corp.""]",1,7,0.1429,1.0,0.25,company,0.25,1.0,0.4,[],,1.0,[],0,True,True,True,True,True,True,"[116, 150, 171, 200]",4,[],0,True,False,39141,203,65536,8.390261107,,,,741,results/direct_context/raw_json/answers_gemma3_27b.jsonl,"Which Georgia areas have R&D facility types in the automotive sector, suggesting innovation infrastructure suitable for EV technology development centers?"
direct_context,mistral-small3.2:24b,1,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,18,10,False,-8,18,10,0.8,0.4444,0.5714,"[""F&P Georgia Manufacturing"", ""Fouts Brothers Fire Equipment"", ""Hyundai Industrial Co."", ""Hyundai MOBIS (Georgia)"", ""Hyundai Transys Georgia Seating Systems"", ""IMMI"", ""IMS Gear Georgia Inc."", ""Inalfa Roof Systems Inc."", ""JAC Products Inc."", ""Jefferson Southern Corp.""]","[""Jefferson Southern Corporation"", ""Kia Georgia Inc.""]",0,0,1.0,1.0,1.0,company,0.8,0.4444,0.5714,"[""1"", ""2""]",1.0,0.8704,[],0,True,True,True,True,False,True,"[75, 76, 77, 78, 79, 80, 83, 84, 95, 103]",10,[],0,True,False,42014,323,65536,46.485852809,,,,1194,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"Show all ""Tier 1/2"" suppliers in Georgia, list their EV Supply Chain Role and Product / Service."
direct_context,mistral-small3.2:24b,2,list_or_lookup,False,Supply Chain Mapping & Visibility,ok,True,,6,6,True,0,6,6,0.8333,0.8333,0.8333,"[""IMMI""]","[""Kia Georgia Inc.""]",0,0,1.0,1.0,1.0,company,0.8333,0.8333,0.8333,"[""1"", ""2""]",1.0,1.0,[],0,True,True,True,True,True,True,"[73, 76, 77, 78, 83, 95]",6,[],0,True,False,42010,208,65536,7.78319454,,,,674,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"Which Georgia companies are classified under Battery Cell or Battery Pack roles, and what tier is each assigned?"
direct_context,mistral-small3.2:24b,3,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,5,3,False,-2,5,2,0.0,0.0,0.0,"[""Freudenberg-NOK"", ""Hyundai Transys Georgia Powertrain"", ""Novelis Inc."", ""Peerless-Winsmith Inc."", ""ZF Gainesville LLC""]","[""GSC Steel Stamping LLC"", ""Hitachi Astemo""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,1.0,[],0,True,True,True,True,False,True,"[69, 75, 130]",3,[],0,True,False,42009,158,65536,6.13311485,,,,695,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,Map all Thermal Management suppliers in Georgia and show which Primary OEMs they are linked to.
direct_context,mistral-small3.2:24b,4,list_or_lookup,False,Supply Chain Mapping & Visibility,ok,True,,4,2,False,-2,4,2,1.0,0.5,0.6667,"[""Yazaki North America"", ""ZF Gainesville LLC""]",[],0,0,1.0,1.0,1.0,company,1.0,0.5,0.6667,"[""320"", ""350"", ""17500"", ""230000""]",0.5,0.375,[],0,True,True,True,True,False,True,"[69, 119]",2,[],0,True,False,42009,126,65536,5.088203309,,,,552,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"List every Georgia company classified under Power Electronics or Charging Infrastructure, along with their Employment size."
direct_context,mistral-small3.2:24b,5,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,,10,,,11,10,1.0,0.9091,0.9524,"[""Minebea AccessSolutions USA Inc.""]",[],0,0,1.0,1.0,1.0,company,1.0,0.9091,0.9524,"[""11""]",0.0,0.303,[],0,True,True,True,True,False,True,"[95, 171, 172, 173, 174, 175, 176, 177, 178, 179]",10,[],0,True,False,42008,284,65536,10.190763654,,,,1037,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"Which companies are classified as Direct Manufacturer, and what EV Supply Chain Roles do they cover?"
direct_context,mistral-small3.2:24b,6,list_or_lookup,False,Supply Chain Mapping & Visibility,ok,True,,3,2,False,-1,1,1,1.0,1.0,1.0,[],[],1,1,1.0,1.0,1.0,company,1.0,1.0,1.0,[],,1.0,[],0,True,True,True,True,False,True,"[64, 128]",2,[],0,True,False,42011,116,65536,4.760560285,,,,503,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"What locations does Novelis Inc. operate in, and what primary facility types are associated with each location?"
direct_context,mistral-small3.2:24b,7,aggregation_ranking,False,Supply Chain Mapping & Visibility,ok,True,,,1,,,1,1,0.0,0.0,0.0,"[""WIKA USA""]","[""Lehigh Technologies Inc.""]",1,1,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""250000""]",0.0,0.3333,[],0,True,True,True,True,False,True,[101],1,[],0,True,False,42011,107,65536,4.495613155,,,,451,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"In Gwinnett County, which company has the highest Employment and what is its EV Supply Chain Role?"
direct_context,mistral-small3.2:24b,8,aggregation_ranking,False,Supply Chain Mapping & Visibility,ok,True,,,5,,,0,5,0.0,1.0,0.0,[],"[""Hitachi Astemo"", ""KTX America Corporation"", ""Kumho Tire USA Inc."", ""Kyungshin America Corp."", ""Rivian Automotive""]",1,1,1.0,1.0,1.0,county,1.0,1.0,1.0,"[""1"", ""2435""]",0.5,,[],0,True,True,True,True,False,True,"[75, 96, 97, 98, 152]",5,[],0,True,False,42004,206,65536,7.847904374,,,,647,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,Which county have the highest total Employment among Tier 1 suppliers only?
direct_context,mistral-small3.2:24b,9,aggregation_ranking,False,Supply Chain Mapping & Visibility,ok,True,,,10,,,0,10,0.0,1.0,0.0,[],"[""Hanon Systems USA LLC"", ""Hyundai Motor Group"", ""KTX America Corporation"", ""Kia Georgia Inc."", ""Kyungshin America Corp."", ""NIFCO KTW America Corp."", ""SK Battery America"", ""Seohan Auto USA"", ""Seoyon E-HWA"", ""Seoyon E-Hwa Interior Systems""]",1,6,0.0,0.0,0.0,county,0.0,0.0,0.0,"[""314452""]",0.0,,[],0,True,True,True,True,True,True,"[72, 83, 95, 96, 98, 123, 156, 157, 158, 163]",10,[],0,True,False,42011,335,65536,11.899640444,,,,901,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"Which county has the highest total employment across all companies, and what is the combined employment in that county?"
direct_context,mistral-small3.2:24b,10,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,10,9,False,-1,10,16,0.5625,0.9,0.6923,"[""Superior Essex Inc.""]","[""Archer Aviation Inc."", ""Blue Bird Corp."", ""Club Car LLC"", ""Mercedes-Benz USA LLC"", ""Rivian Automotive"", ""SK Battery America"", ""Yamaha Motor Manufacturing Corp.""]",0,8,0.0,1.0,0.0,company,0.5625,0.9,0.6923,[],,0.9,[],0,True,True,True,True,False,True,"[95, 172, 173, 174, 175, 176, 177, 178, 179]",9,[],0,True,False,42010,310,65536,11.054879038,,,,1023,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,Identify all Vehicle Assembly facilities in Georgia and list the corresponding Primary OEM associated with each facility.
direct_context,mistral-small3.2:24b,11,list_or_lookup,False,Supply Chain Mapping & Visibility,ok,True,,3,3,True,0,1,1,1.0,1.0,1.0,[],[],1,2,0.5,1.0,0.6667,company,1.0,1.0,1.0,[],,1.0,[],0,True,True,True,True,False,True,"[148, 150, 161]",3,[],0,True,False,42012,182,65536,6.920639328,,,,1079,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.
direct_context,mistral-small3.2:24b,12,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,3,9,False,6,3,9,0.3333,1.0,0.5,[],"[""Denso Manufacturing Georgia"", ""Elan Technology Inc."", ""Global Powertrain Systems LLC"", ""Haering Precision USA LP"", ""Hyundai Industrial Co."", ""SK Battery America""]",0,0,1.0,1.0,1.0,company,0.3333,1.0,0.5,[],,1.0,[],0,True,True,True,True,True,True,"[35, 48, 51, 69, 70, 71, 74, 80, 163]",9,[],0,True,False,42017,344,65536,12.167337984,,,,1257,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.
direct_context,mistral-small3.2:24b,13,list_or_lookup,False,Supply Chain Mapping & Visibility,ok,True,,,1,,,6,1,0.0,0.0,0.0,"[""Duckyang"", ""Enchem America Inc."", ""GSC Steel Stamping LLC"", ""Hyundai Transys Georgia Powertrain"", ""Racemark International LLC"", ""Suzuki Manufacturing of America Corp.""]","[""Rivian Automotive""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""1"", ""2"", ""3""]",0.3333,0.5,[],0,True,True,True,True,False,True,[152],1,[],0,True,False,42014,89,65536,3.890860581,,,,327,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role."
direct_context,mistral-small3.2:24b,14,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,2,2,True,0,2,2,1.0,1.0,1.0,[],[],0,0,1.0,1.0,1.0,company,1.0,1.0,1.0,[],,1.0,[],0,True,True,True,True,False,True,"[196, 197]",2,[],0,True,False,42014,131,65536,5.262930078,,,,465,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.
direct_context,mistral-small3.2:24b,15,list_or_lookup_judge_recommended,True,Supplier Discovery & Matchmaking,ok,True,,0,0,True,0,0,0,1.0,1.0,1.0,[],[],0,0,1.0,1.0,1.0,none_expected,1.0,1.0,1.0,"[""2"", ""3""]",0.0,,[],0,True,True,True,True,True,True,[],0,[],0,,False,42017,24,65536,1.764376205,,,,80,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.
direct_context,mistral-small3.2:24b,16,list_multi_filter_judge_recommended,True,Supplier Discovery & Matchmaking,ok,True,,1,0,False,-1,1,0,0.0,0.0,0.0,"[""Duckyang""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,0.0,[],0,True,True,True,True,True,True,[],0,[],0,,False,42010,24,65536,1.768698389,,,,80,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.
direct_context,mistral-small3.2:24b,17,list_or_lookup,False,Supplier Discovery & Matchmaking,ok,True,,,0,,,0,0,1.0,1.0,1.0,[],[],0,0,1.0,1.0,1.0,not_applicable,,,,"[""1"", ""2""]",0.0,,[],0,True,True,True,True,True,True,[],0,[],0,,False,42015,24,65536,1.769952285,,,,80,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?"
direct_context,mistral-small3.2:24b,18,list_or_lookup,False,Supplier Discovery & Matchmaking,ok,True,,5,3,False,-2,5,3,0.3333,0.2,0.25,"[""Hyundai MOBIS (Georgia)"", ""Hyundai Transys Georgia Seating Systems"", ""Yazaki North America"", ""ZF Gainesville LLC""]","[""Hitachi Astemo"", ""Hyundai Transys Georgia Powertrain""]",0,0,1.0,1.0,1.0,company,0.3333,0.2,0.25,"[""1"", ""2"", ""3""]",1.0,0.5,[],0,True,True,True,True,False,True,"[69, 75, 84]",3,[],0,True,False,42014,143,65536,5.656120522,,,,496,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components and what tier is each assigned?"
direct_context,mistral-small3.2:24b,19,list_or_lookup,False,Supplier Discovery & Matchmaking,ok,True,,1,2,False,1,1,2,0.0,0.0,0.0,"[""Archer Aviation Inc.""]","[""PPG Industries Inc."", ""Stryten Energy""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""2"", ""3""]",0.5,0.5,[],0,True,True,True,True,False,True,"[147, 168]",2,[],0,True,False,42009,112,65536,4.629124108,,,,448,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?"
direct_context,mistral-small3.2:24b,20,list_or_lookup,False,Supplier Discovery & Matchmaking,ok,True,,6,6,True,0,6,6,0.8333,0.8333,0.8333,"[""IMMI""]","[""ZF Gainesville LLC""]",0,0,1.0,1.0,1.0,company,0.8333,0.8333,0.8333,"[""1"", ""2""]",1.0,0.75,[],0,True,True,True,True,True,True,"[76, 77, 78, 83, 105, 204]",6,[],0,True,False,42034,226,65536,8.514439833,,,,790,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,"Which Georgia companies are classified under Battery Cell/Battery Pack roles or battery-related products and are Tier 1/2, making them ready for direct OEM engagement and show which Primary OEMs they are linked to."
direct_context,mistral-small3.2:24b,21,list_multi_filter,False,Supplier Discovery & Matchmaking,ok,True,,5,10,False,5,5,10,0.4,0.8,0.5333,"[""AVS""]","[""Flambeau Inc."", ""Fouts Brothers Fire Equipment"", ""Grudem"", ""JTEKT North America Corp."", ""Kautex Inc."", ""Lark United Manufacturing Inc.""]",0,7,0.0,1.0,0.0,company,0.4,0.8,0.5333,"[""2"", ""3"", ""300"", ""310"", ""345"", ""400"", ""500"", ""582""]",0.875,0.7,"[""Primary Metal Industries""]",1,True,True,True,True,True,True,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,[],0,True,False,42022,493,65536,17.169426794,,,,1974,results/direct_context/raw_json/answers_mistral-small3.2_24b.jsonl,Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.
