judge_model,arm,candidate_model,question_number,question_type,judge_recommended,status,faithfulness,completeness,correctness,judge_total,hallucinated_company,needs_human_review,notes,raw_judge_response,prompt_eval_count,eval_count
gpt-oss:120b,direct_context,gemma3:27b,13,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists many companies not linked to Rivian and omits actual Rivian-linked suppliers, failing faithfulness, completeness, and correctness.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies not linked to Rivian and omits actual Rivian-linked suppliers, failing faithfulness, completeness, and correctness.""
}",34568,691
gpt-oss:120b,direct_context,gemma3:27b,14,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer lists several unrelated companies and omits relevant ones like WIKA USA, Woodbridge Foam, Solvay Specialty Polymers, and Enchem America that are tied to wiring harnesses.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists several unrelated companies and omits relevant ones like WIKA USA, Woodbridge Foam, Solvay Specialty Polymers, and Enchem America that are tied to wiring harnesses.""
}",34510,842
gpt-oss:120b,direct_context,gemma3:27b,15,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer lists companies that are not Tier 2/3 or not in the Electronic and Electrical Equipment industry group, providing unsupported and incorrect selections.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that are not Tier 2/3 or not in the Electronic and Electrical Equipment industry group, providing unsupported and incorrect selections.""
}",34696,688
gpt-oss:120b,direct_context,gemma3:27b,16,list_multi_filter_judge_recommended,True,ok,0,2,0,2,False,False,"The answer incorrectly includes SK Battery America as a copper foil/electrodeposited material manufacturer, which is not supported by the knowledge base.","{
  ""faithfulness"": 0,
  ""completeness"": 2,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly includes SK Battery America as a copper foil/electrodeposited material manufacturer, which is not supported by the knowledge base.""
}",34476,803
gpt-oss:120b,direct_context,gemma3:27b,17,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists many companies that do not produce engineered plastics/polymers/composites and includes incorrect tiers, making the response largely unsupported and inaccurate.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies that do not produce engineered plastics/polymers/composites and includes incorrect tiers, making the response largely unsupported and inaccurate.""
}",34761,1013
gpt-oss:120b,direct_context,gemma3:27b,18,list_or_lookup,False,ok,0,0,0,0,False,False,The answer lists companies that do not match the required product criteria and omits relevant companies such as Hyundai MOBIS and Hyundai Transys.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that do not match the required product criteria and omits relevant companies such as Hyundai MOBIS and Hyundai Transys.""
}",34524,857
gpt-oss:120b,direct_context,gemma3:27b,19,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists companies not related to powder coating and omits the only relevant company (Archer Aviation Inc.), making it factually incorrect and incomplete.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies not related to powder coating and omits the only relevant company (Archer Aviation Inc.), making it factually incorrect and incomplete.""
}",34517,519
gpt-oss:120b,direct_context,gemma3:27b,20,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists many companies that are not Tier 1/2 or lack Battery Cell/Pack roles and omits several correct Tier 1/2 battery cell/pack firms, showing multiple factual errors.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies that are not Tier 1/2 or lack Battery Cell/Pack roles and omits several correct Tier 1/2 battery cell/pack firms, showing multiple factual errors.""
}",34565,1448
gpt-oss:120b,direct_context,gemma3:27b,21,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer lists many companies that do not meet the Tier 2/3, >300 employees, General Automotive criteria and omits several valid ones.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies that do not meet the Tier 2/3, >300 employees, General Automotive criteria and omits several valid ones.""
}",34711,2333
gpt-oss:120b,direct_context,gemma3:27b,22,list_or_lookup,False,ok,0,0,0,0,False,False,The answer lists companies that are not Tier 2/3 chemicals firms and omits the correct Archer Aviation entry.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that are not Tier 2/3 chemicals firms and omits the correct Archer Aviation entry.""
}",34495,828
gpt-oss:120b,direct_context,gemma3:27b,23,list_or_lookup_judge_recommended,True,ok,0,0,0,0,True,False,"The answer contains multiple unsupported and incorrect claims, misidentifies roles and companies, and does not reflect the data in the knowledge base.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": true,
  ""needs_human_review"": false,
  ""notes"": ""The answer contains multiple unsupported and incorrect claims, misidentifies roles and companies, and does not reflect the data in the knowledge base.""
}",34648,499
gpt-oss:120b,direct_context,gemma3:27b,24,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,The answer lists companies that are not battery cell/pack suppliers and misinterprets their roles; no sole‑sourced battery cell or pack suppliers exist in the provided data.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that are not battery cell/pack suppliers and misinterprets their roles; no sole‑sourced battery cell or pack suppliers exist in the provided data.""
}",34490,1165
gpt-oss:120b,direct_context,gemma3:27b,25,count_judge_recommended,True,ok,0,0,0,0,False,False,"The answer lists incorrect companies, includes many with employment >200, and provides no evidence linking suppliers to Hyundai Metaplant.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists incorrect companies, includes many with employment >200, and provides no evidence linking suppliers to Hyundai Metaplant.""
}",34639,465
gpt-oss:120b,direct_context,gemma3:27b,26,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists many Tier 2/3 suppliers that are not EV relevant or not classified as General Automotive, and omits the correct ones (e.g., Duckyang and Enchem America Inc.).","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many Tier 2/3 suppliers that are not EV relevant or not classified as General Automotive, and omits the correct ones (e.g., Duckyang and Enchem America Inc.).""
}",34760,1203
gpt-oss:120b,direct_context,gemma3:27b,27,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer lists many companies that are not Tier 1/2 or do not serve multiple OEMs, omits numerous valid Tier 1/2 suppliers, includes duplicates and incorrect categories.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies that are not Tier 1/2 or do not serve multiple OEMs, omits numerous valid Tier 1/2 suppliers, includes duplicates and incorrect categories.""
}",34844,1570
gpt-oss:120b,direct_context,gemma3:27b,28,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists companies that do not have Thermal Management or Power Electronics roles and includes entries with employment over 200, failing to satisfy the query.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that do not have Thermal Management or Power Electronics roles and includes entries with employment over 200, failing to satisfy the query.""
}",34584,562
gpt-oss:120b,direct_context,gemma3:27b,29,list_or_lookup,False,ok,0,0,0,0,True,False,The answer lists many companies that are not classified as OEM Footprint or OEM Supply Chain and includes numerous entries not present in the knowledge base.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": true,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies that are not classified as OEM Footprint or OEM Supply Chain and includes numerous entries not present in the knowledge base.""
}",35394,470
gpt-oss:120b,direct_context,gemma3:27b,30,aggregation_ranking_judge_recommended,True,ok,0,0,0,0,False,False,"The answer lists companies that only have General Automotive roles, many with no EV relevance, failing to meet the requirement of supplying both General Automotive and EV-specific components.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that only have General Automotive roles, many with no EV relevance, failing to meet the requirement of supplying both General Automotive and EV-specific components.""
}",34700,1347
gpt-oss:120b,direct_context,gemma3:27b,31,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists many Tier 2/3 companies that do not produce aluminum or composite materials, includes firms with wrong EV relevance, and omits the correct suppliers such as Dinex Emissions, Eaton Corp., Ecoplastic America, Erdrich USA, and Bridgestone Bandag.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many Tier 2/3 companies that do not produce aluminum or composite materials, includes firms with wrong EV relevance, and omits the correct suppliers such as Dinex Emissions, Eaton Corp., Ecoplastic America, Erdrich USA, and Bridgestone Bandag.""
}",34685,2673
gpt-oss:120b,direct_context,gemma3:27b,32,list_or_lookup,False,ok,0,0,0,0,False,False,"Answer lists companies without the required keywords and omits the only matching company, thus is unfaithful, incomplete, and incorrect.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists companies without the required keywords and omits the only matching company, thus is unfaithful, incomplete, and incorrect.""
}",34473,813
gpt-oss:120b,direct_context,gemma3:27b,33,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer lists companies that do not meet the >1,000 employment and Indirect relevance criteria; it omits correct matches like TCI Powder Coatings, Teklas USA, and Textron Specialized Vehicles.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that do not meet the >1,000 employment and Indirect relevance criteria; it omits correct matches like TCI Powder Coatings, Teklas USA, and Textron Specialized Vehicles.""
}",34528,2680
gpt-oss:120b,direct_context,gemma3:27b,34,aggregation_ranking,False,ok,0,0,0,0,False,False,The answer lists incorrect companies and employment figures that do not match the EV thermal management entries in the knowledge base.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists incorrect companies and employment figures that do not match the EV thermal management entries in the knowledge base.""
}",34673,1148
gpt-oss:120b,direct_context,gemma3:27b,35,list_multi_filter,False,ok,0,0,0,0,True,False,"The answer lists many companies not related to thermal roles, omits several valid thermal‑management firms, and includes a non‑existent company.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": true,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies not related to thermal roles, omits several valid thermal‑management firms, and includes a non‑existent company.""
}",34626,1009
gpt-oss:120b,direct_context,gemma3:27b,36,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists many companies that are not Tier 1/2 or misclassifies categories, omits numerous valid Tier 1/2 General Automotive firms, and includes incorrect entries.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies that are not Tier 1/2 or misclassifies categories, omits numerous valid Tier 1/2 General Automotive firms, and includes incorrect entries.""
}",34787,1225
gpt-oss:120b,direct_context,gemma3:27b,37,list_or_lookup,False,ok,0,0,0,0,False,False,Answer lists incorrect companies and employment figures for thermal management suppliers; the KB shows only four such suppliers with total employment of 650.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists incorrect companies and employment figures for thermal management suppliers; the KB shows only four such suppliers with total employment of 650.""
}",34505,827
gpt-oss:120b,direct_context,gemma3:27b,38,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,The answer lists companies unrelated to battery recycling or second‑life processing and omits the actual recycler (F&P Georgia Manufacturing) present in the knowledge base.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies unrelated to battery recycling or second‑life processing and omits the actual recycler (F&P Georgia Manufacturing) present in the knowledge base.""
}",34498,1591
gpt-oss:120b,direct_context,gemma3:27b,39,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,The answer lists companies that are not marked as R&D in the KB and omits the only supplier (Racemark International LLC) with an R&D facility.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that are not marked as R&D in the KB and omits the only supplier (Racemark International LLC) with an R&D facility.""
}",34481,666
gpt-oss:120b,direct_context,gemma3:27b,40,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer lists many entities that are OEMs or unrelated to dual-platform supply, and includes incorrect or irrelevant rows, failing to match the KB.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many entities that are OEMs or unrelated to dual-platform supply, and includes incorrect or irrelevant rows, failing to match the KB.""
}",34693,1087
gpt-oss:120b,direct_context,gemma3:27b,41,lookup,False,ok,0,0,0,0,True,False,"The answer lists non‑chemical companies, omits actual chemical manufacturers, provides no location details, and includes firms not present in the knowledge base.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": true,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists non‑chemical companies, omits actual chemical manufacturers, provides no location details, and includes firms not present in the knowledge base.""
}",34506,918
gpt-oss:120b,direct_context,gemma3:27b,42,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer lists locations and companies that are not R&D facilities; only Gray (row 150) is an R&D site, so the response is unsupported and incorrect.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists locations and companies that are not R&D facilities; only Gray (row 150) is an R&D site, so the response is unsupported and incorrect.""
}",34492,574
gpt-oss:120b,direct_context,mistral-small3.2:24b,1,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer omits many Tier 1/2 suppliers, includes a company not classified as Tier 1/2, and thus is inaccurate and incomplete.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer omits many Tier 1/2 suppliers, includes a company not classified as Tier 1/2, and thus is inaccurate and incomplete.""
}",34605,1352
gpt-oss:120b,direct_context,mistral-small3.2:24b,2,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists incorrect companies, omits IMMI, mislabels row IDs and includes a non‑battery role company.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists incorrect companies, omits IMMI, mislabels row IDs and includes a non‑battery role company.""
}",34506,814
gpt-oss:120b,direct_context,mistral-small3.2:24b,3,list_multi_filter,False,ok,0,0,0,0,False,False,Answer lists incorrect companies and omits several thermal management suppliers present in the KB.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists incorrect companies and omits several thermal management suppliers present in the KB.""
}",34453,664
gpt-oss:120b,direct_context,mistral-small3.2:24b,4,list_or_lookup,False,ok,0,0,1,1,False,False,"Answer omits other Georgia firms (e.g., ZF Gainesville LLC) that have Power Electronics in their role, and incorrectly states there are only two such companies.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits other Georgia firms (e.g., ZF Gainesville LLC) that have Power Electronics in their role, and incorrectly states there are only two such companies.""
}",34425,649
gpt-oss:120b,direct_context,mistral-small3.2:24b,5,list_multi_filter,False,ok,1,2,1,4,False,False,The answer lists the correct Direct Manufacturer companies but incorrectly states there are 12 instead of the actual 10.,"{
  ""faithfulness"": 1,
  ""completeness"": 2,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists the correct Direct Manufacturer companies but incorrectly states there are 12 instead of the actual 10.""
}",34549,682
gpt-oss:120b,direct_context,mistral-small3.2:24b,6,list_or_lookup,False,ok,0,1,1,2,False,False,The answer incorrectly claims two distinct locations for Novelis Inc. when the KB only lists one unique location (Atlanta) duplicated across rows.,"{
  ""faithfulness"": 0,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly claims two distinct locations for Novelis Inc. when the KB only lists one unique location (Atlanta) duplicated across rows.""
}",34424,580
gpt-oss:120b,direct_context,mistral-small3.2:24b,7,aggregation_ranking,False,ok,0,0,0,0,False,False,"The answer incorrectly identifies Lehigh Technologies as the highest‑employment company in Gwinnett County, ignoring WIKA USA (250,000 employees) and other larger firms.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly identifies Lehigh Technologies as the highest‑employment company in Gwinnett County, ignoring WIKA USA (250,000 employees) and other larger firms.""
}",34411,725
gpt-oss:120b,direct_context,mistral-small3.2:24b,8,aggregation_ranking,False,ok,1,2,1,4,False,False,"County answer (Troup) is correct, but total employment figure and supporting evidence are inaccurate and incomplete.","{
  ""faithfulness"": 1,
  ""completeness"": 2,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""County answer (Troup) is correct, but total employment figure and supporting evidence are inaccurate and incomplete.""
}",34484,6900
gpt-oss:120b,direct_context,mistral-small3.2:24b,9,aggregation_ranking,False,ok,0,0,0,0,False,False,"The answer incorrectly identifies Troup County with a total of 4,950 employees, ignoring many large employers and counties (e.g., Gwinnett, Spalding) that have far higher combined employment.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly identifies Troup County with a total of 4,950 employees, ignoring many large employers and counties (e.g., Gwinnett, Spalding) that have far higher combined employment.""
}",34599,1349
gpt-oss:120b,direct_context,mistral-small3.2:24b,10,list_multi_filter,False,ok,1,0,1,2,False,False,The answer omits Superior Essex Inc. (row_id 171) and thus does not list all Vehicle Assembly facilities.,"{
  ""faithfulness"": 1,
  ""completeness"": 0,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer omits Superior Essex Inc. (row_id 171) and thus does not list all Vehicle Assembly facilities.""
}",34573,1075
gpt-oss:120b,direct_context,mistral-small3.2:24b,11,list_or_lookup,False,ok,0,0,0,0,False,False,"Answer includes an incorrect site (Gray, Jones County) not in KB and omits the correct Sewon record for motor vehicle engines and parts.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer includes an incorrect site (Gray, Jones County) not in KB and omits the correct Sewon record for motor vehicle engines and parts.""
}",34479,936
gpt-oss:120b,direct_context,mistral-small3.2:24b,12,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer lists many companies that are not Tier 2/3 or lack primary EV/battery roles, omits relevant Tier 2/3 firms, and misrepresents their supply‑chain involvement.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies that are not Tier 2/3 or lack primary EV/battery roles, omits relevant Tier 2/3 firms, and misrepresents their supply‑chain involvement.""
}",34634,1401
gpt-oss:120b,direct_context,mistral-small3.2:24b,13,list_or_lookup,False,ok,0,0,0,0,False,False,"Answer only lists Rivian itself and omits all other Georgia suppliers linked to Rivian, providing an incomplete and inaccurate network.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer only lists Rivian itself and omits all other Georgia suppliers linked to Rivian, providing an incomplete and inaccurate network.""
}",34398,511
gpt-oss:120b,direct_context,mistral-small3.2:24b,14,list_multi_filter,False,ok,2,2,2,6,False,False,Answer correctly lists all Georgia companies with wiring harness EV roles and their OEMs.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Georgia companies with wiring harness EV roles and their OEMs.""
}",34433,591
gpt-oss:120b,direct_context,mistral-small3.2:24b,15,list_or_lookup_judge_recommended,True,ok,2,2,2,6,False,False,The answer correctly states that no Tier 2/3 companies in the Electronic and Electrical Equipment industry group are present in the provided data.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer correctly states that no Tier 2/3 companies in the Electronic and Electrical Equipment industry group are present in the provided data.""
}",34342,618
gpt-oss:120b,direct_context,mistral-small3.2:24b,16,list_multi_filter_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly states no matching companies, ignoring Duckyang which manufactures electrodeposited copper foil.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly states no matching companies, ignoring Duckyang which manufactures electrodeposited copper foil.""
}",34336,341
gpt-oss:120b,direct_context,mistral-small3.2:24b,17,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer incorrectly claims no relevant companies exist, missing Tier 1/2 firms like Peerless‑Winsmith and PHA Body Systems that produce engineered plastics/composites.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly claims no relevant companies exist, missing Tier 1/2 firms like Peerless‑Winsmith and PHA Body Systems that produce engineered plastics/composites.""
}",34341,655
gpt-oss:120b,direct_context,mistral-small3.2:24b,18,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists companies that do not produce the requested items and omits the correct capacitor producer (Hyundai MOBIS), thus it is unfaithful, incomplete, and incorrect.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that do not produce the requested items and omits the correct capacitor producer (Hyundai MOBIS), thus it is unfaithful, incomplete, and incorrect.""
}",34453,824
gpt-oss:120b,direct_context,mistral-small3.2:24b,19,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists companies that do not provide powder coating and omits the correct company (Archer Aviation Inc., Tier 2/3) from the knowledge base.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that do not provide powder coating and omits the correct company (Archer Aviation Inc., Tier 2/3) from the knowledge base.""
}",34415,468
gpt-oss:120b,direct_context,mistral-small3.2:24b,20,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists incorrect companies and omits several valid Tier 1/2 battery cell or pack firms, violating the KB.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists incorrect companies and omits several valid Tier 1/2 battery cell or pack firms, violating the KB.""
}",34535,1615
gpt-oss:120b,direct_context,mistral-small3.2:24b,21,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer lists Tier 1 companies and omits several qualifying Tier 2/3 suppliers, violating the specified criteria.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists Tier 1 companies and omits several qualifying Tier 2/3 suppliers, violating the specified criteria.""
}",34780,1900
gpt-oss:120b,direct_context,mistral-small3.2:24b,22,list_or_lookup,False,ok,0,0,0,0,False,False,"Answer includes a company not in the Chemicals and Allied Products group and omits Archer Aviation, which is a Tier 2/3 company in that industry.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer includes a company not in the Chemicals and Allied Products group and omits Archer Aviation, which is a Tier 2/3 company in that industry.""
}",34420,743
gpt-oss:120b,direct_context,mistral-small3.2:24b,23,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer lists incorrect and incomplete roles, many of which are not singletons in the KB.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists incorrect and incomplete roles, many of which are not singletons in the KB.""
}",34534,872
gpt-oss:120b,direct_context,mistral-small3.2:24b,24,list_or_lookup_judge_recommended,True,ok,2,2,2,6,False,False,Answer correctly states no sole‑sourced battery cell or pack suppliers are present in the provided data.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly states no sole‑sourced battery cell or pack suppliers are present in the provided data.""
}",34338,790
gpt-oss:120b,direct_context,mistral-small3.2:24b,25,count_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly states no data, while relevant supplier entries exist.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly states no data, while relevant supplier entries exist.""
}",34345,705
gpt-oss:120b,direct_context,mistral-small3.2:24b,26,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists companies that are not Tier 2/3 or not EV‑relevant, includes a Tier 1 entry, and omits correct Tier 2/3 EV‑relevant suppliers.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that are not Tier 2/3 or not EV‑relevant, includes a Tier 1 entry, and omits correct Tier 2/3 EV‑relevant suppliers.""
}",35166,642
gpt-oss:120b,direct_context,mistral-small3.2:24b,27,list_multi_filter,False,ok,0,0,0,0,False,False,"Answer lists only a subset, includes non‑Tier 1/2 firms and misstates the total count; many qualifying companies are omitted.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists only a subset, includes non‑Tier 1/2 firms and misstates the total count; many qualifying companies are omitted.""
}",34654,2613
