arm,model_name,question_number,claimed_company,cited_row_id,kb_company_at_row_id,status,match_type
direct_context,gemma3:27b,12,Arising Industries Inc,61,Ajin Georgia,mismatch,
direct_context,gemma3:27b,12,Haering Precision USA LP,71,Haering Precision USA LP,match,exact
direct_context,gemma3:27b,12,Arising Industries Inc,111,Arising Industries Inc.,match,exact
direct_context,gemma3:27b,12,SK Battery America,123,NIFCO KTW America Corp.,mismatch,
direct_context,gemma3:27b,12,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,gemma3:27b,13,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,gemma3:27b,13,Superior Essex Inc,171,Superior Essex Inc.,match,exact
direct_context,gemma3:27b,13,Suzuki Manufacturing of America Corp,172,Suzuki Manufacturing of America Corp.,match,exact
direct_context,gemma3:27b,13,TCI Powder Coatings,173,TCI Powder Coatings,match,exact
direct_context,gemma3:27b,13,TDK Components USA Inc,174,TDK Components USA Inc.,match,exact
direct_context,gemma3:27b,13,TE Connectivity,175,TE Connectivity,match,exact
direct_context,gemma3:27b,13,Teklas USA,176,Teklas USA,match,exact
direct_context,gemma3:27b,13,Textron Specialized Vehicles,177,Textron Specialized Vehicles,match,exact
direct_context,gemma3:27b,13,Thermal Ceramics Inc,178,Thermal Ceramics Inc.,match,exact
direct_context,gemma3:27b,13,Thomson Plastics Inc,179,Thomson Plastics Inc.,match,exact
direct_context,gemma3:27b,14,Nidec Elesys Americas Corp,122,Nidec Elesys Americas Corp.,match,exact
direct_context,gemma3:27b,14,FREYR Battery,168,Stryten Energy,mismatch,
direct_context,gemma3:27b,14,TE Connectivity,175,TE Connectivity,match,exact
direct_context,gemma3:27b,14,WIKA USA,196,WIKA USA,match,exact
direct_context,gemma3:27b,14,Yazaki North America,201,Yazaki North America,match,exact
direct_context,gemma3:27b,14,YKK USA Inc,202,YKK USA Inc.,match,exact
direct_context,gemma3:27b,15,Arising Industries Inc,111,Arising Industries Inc.,match,exact
direct_context,gemma3:27b,15,Ascend Elements,112,Maxxis International USA,mismatch,
direct_context,gemma3:27b,15,HELLA Automotive Sales Inc,120,HELLA Automotive Sales Inc.,match,exact
direct_context,gemma3:27b,15,Nidec Elesys Americas Corp,122,Nidec Elesys Americas Corp.,match,exact
direct_context,gemma3:27b,15,Enplas USA Inc,148,Sewon America Inc.,mismatch,
direct_context,gemma3:27b,15,EVCO Plastics,152,Rivian Automotive,mismatch,
direct_context,gemma3:27b,15,Denkai America,160,Denkai America,match,exact
direct_context,gemma3:27b,15,HEXPOL Compounding Corp,162,HEXPOL Compounding Corp.,match,exact
direct_context,gemma3:27b,15,SungEel Recycling Park Georgia,165,Jefferson Southern Corp.,mismatch,
direct_context,gemma3:27b,15,Tessy Plastics Inc,170,SungEel Recycling Park Georgia,mismatch,
direct_context,gemma3:27b,15,SRG Global Inc,189,Vernay,mismatch,
direct_context,gemma3:27b,15,WIKA USA,196,WIKA USA,match,exact
direct_context,gemma3:27b,15,Woodbridge Foam Corp,197,Woodbridge Foam Corp.,match,exact
direct_context,gemma3:27b,16,Duckyang,35,Duckyang,match,exact
direct_context,gemma3:27b,16,SK Battery America,163,SK Battery America,match,exact
direct_context,gemma3:27b,17,Fouts Brothers Fire Equipment,10,Fouts Brothers Fire Equipment,match,exact
direct_context,gemma3:27b,17,Duckyang,35,Duckyang,match,exact
direct_context,gemma3:27b,17,Hyundai Transys Georgia Seating Systems,76,Hitachi Astemo Americas Inc.,mismatch,
direct_context,gemma3:27b,17,Hyundai MOBIS (Georgia),99,Hyundai MOBIS (Georgia),match,exact
direct_context,gemma3:27b,17,Lear Corporation,100,Lear Corporation,match,exact
direct_context,gemma3:27b,17,MollerTech LLC,118,MollerTech LLC,match,exact
direct_context,gemma3:27b,17,Propex Operating Co. LLC,127,Propex Operating Co. LLC,match,exact
direct_context,gemma3:27b,17,Panasonic Automotive Systems Co,137,Panasonic Automotive Systems Co.,match,exact
direct_context,gemma3:27b,17,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,gemma3:27b,17,Great Dane LP,162,HEXPOL Compounding Corp.,mismatch,
direct_context,gemma3:27b,17,SungEel Recycling Park Georgia,170,SungEel Recycling Park Georgia,match,exact
direct_context,gemma3:27b,17,WIKA USA,196,WIKA USA,match,exact
direct_context,gemma3:27b,18,GSC Steel Stamping,69,GSC Steel Stamping LLC,match,exact
direct_context,gemma3:27b,18,Lear Corporation,100,Lear Corporation,match,exact
direct_context,gemma3:27b,18,SKF USA Inc,146,Great Dane Trailers,mismatch,
direct_context,gemma3:27b,18,Superior Essex Inc,171,Superior Essex Inc.,match,exact
direct_context,gemma3:27b,18,WIKA USA,196,WIKA USA,match,exact
direct_context,gemma3:27b,19,Archer Aviation Inc,39,Archer Aviation Inc.,match,exact
direct_context,gemma3:27b,19,Denkai America,160,Denkai America,match,exact
direct_context,gemma3:27b,19,SungEel Recycling Park Georgia,170,SungEel Recycling Park Georgia,match,exact
direct_context,gemma3:27b,19,TCI Powder Coatings,173,TCI Powder Coatings,match,exact
direct_context,gemma3:27b,19,WIKA USA,196,WIKA USA,match,exact
direct_context,gemma3:27b,20,Ascend Elements,76,Hitachi Astemo Americas Inc.,mismatch,
direct_context,gemma3:27b,20,Hollingsworth & Vose Co,77,Hollingsworth & Vose Co.,match,exact
direct_context,gemma3:27b,20,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,gemma3:27b,20,Superior Essex Inc,171,Superior Essex Inc.,match,exact
direct_context,gemma3:27b,20,Suzuki Manufacturing of America Corp,172,Suzuki Manufacturing of America Corp.,match,exact
direct_context,gemma3:27b,20,Teklas USA,176,Teklas USA,match,exact
direct_context,gemma3:27b,20,TI Fluid Systems,181,TI Fluid Systems,match,exact
direct_context,gemma3:27b,21,Grudem,3,Grudem,match,exact
direct_context,gemma3:27b,21,Flambeau Inc,4,Flambeau Inc.,match,exact
direct_context,gemma3:27b,21,Arising Industries Inc,5,Arising Industries Inc.,match,exact
direct_context,gemma3:27b,21,Dinex Emissions Inc,6,Dinex Emissions Inc.,match,exact
direct_context,gemma3:27b,21,ACM Georgia LLC,7,ACM Georgia LLC,match,exact
direct_context,gemma3:27b,21,Fouts Brothers Fire Equipment,10,Fouts Brothers Fire Equipment,match,exact
direct_context,gemma3:27b,21,Ascend Elements,11,Ascend Elements,match,exact
direct_context,gemma3:27b,21,Aspen Aerogels,12,Aspen Aerogels,match,exact
direct_context,gemma3:27b,21,Blue Bird Corp,17,Blue Bird Corp.,match,exact
direct_context,gemma3:27b,21,Blue Ridge Manufacturing,18,Blue Ridge Manufacturing,match,exact
direct_context,gemma3:27b,21,Dorsett Industries,19,Dorsett Industries Inc.,match,exact
direct_context,gemma3:27b,21,Boogook Industries,20,Boogook Industries,match,exact
direct_context,gemma3:27b,21,Down 2 Earth Trailers,21,Down 2 Earth Trailers,match,exact
direct_context,gemma3:27b,22,Arising Industries Inc,111,Arising Industries Inc.,match,exact
direct_context,gemma3:27b,22,Superior Essex Inc,121,Porsche Cars North America Inc.,mismatch,
direct_context,gemma3:27b,22,SAFT America Inc,154,SAFT America Inc.,match,exact
direct_context,gemma3:27b,22,Denkai America,160,Denkai America,match,exact
direct_context,gemma3:27b,22,SungEel Recycling Park Georgia,170,SungEel Recycling Park Georgia,match,exact
direct_context,gemma3:27b,23,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,gemma3:27b,23,SungEel Recycling Park Georgia,153,SHIROKI North America Inc,mismatch,
direct_context,gemma3:27b,23,Teklas USA,176,Teklas USA,match,exact
direct_context,gemma3:27b,23,Trenton Pressing,179,Thomson Plastics Inc.,mismatch,
direct_context,gemma3:27b,23,TI Fluid Systems,180,TI Fluid Systems,match,exact
direct_context,gemma3:27b,23,Trenton Pressing Inc,186,Trenton Pressing Inc.,match,exact
direct_context,gemma3:27b,23,Vista Metals Corp,190,Vista Metals Corp.,match,exact
direct_context,gemma3:27b,23,WIKA USA,196,WIKA USA,match,exact
direct_context,gemma3:27b,24,Superior Essex Inc,171,Superior Essex Inc.,match,exact
direct_context,gemma3:27b,24,Suzuki Manufacturing of America Corp,172,Suzuki Manufacturing of America Corp.,match,exact
direct_context,gemma3:27b,24,TCI Powder Coatings,173,TCI Powder Coatings,match,exact
direct_context,gemma3:27b,25,Ecoplastic America Corporation,153,SHIROKI North America Inc,mismatch,
direct_context,gemma3:27b,25,Denkai America,160,Denkai America,match,exact
direct_context,gemma3:27b,25,Great Dane LP,162,HEXPOL Compounding Corp.,mismatch,
direct_context,gemma3:27b,25,SungEel Recycling Park Georgia,165,Jefferson Southern Corp.,mismatch,
direct_context,gemma3:27b,25,SRG Global Inc,167,SRG Global Inc.,match,exact
direct_context,gemma3:27b,25,FREYR Battery,168,Stryten Energy,mismatch,
direct_context,gemma3:27b,25,Trenton Pressing,170,SungEel Recycling Park Georgia,mismatch,
direct_context,gemma3:27b,25,Suzuki Manufacturing of America Corp,172,Suzuki Manufacturing of America Corp.,match,exact
direct_context,gemma3:27b,25,TCI Powder Coatings,173,TCI Powder Coatings,match,exact
direct_context,gemma3:27b,25,TDK Components USA Inc,174,TDK Components USA Inc.,match,exact
direct_context,gemma3:27b,25,Trenton Pressing Inc,186,Trenton Pressing Inc.,match,exact
direct_context,gemma3:27b,25,WIKA USA,196,WIKA USA,match,exact
direct_context,gemma3:27b,26,Grudem,3,Grudem,match,exact
direct_context,gemma3:27b,26,Flambeau Inc,4,Flambeau Inc.,match,exact
direct_context,gemma3:27b,26,Arising Industries Inc,5,Arising Industries Inc.,match,exact
direct_context,gemma3:27b,26,Dinex Emissions Inc,6,Dinex Emissions Inc.,match,exact
direct_context,gemma3:27b,26,ACM Georgia LLC,7,ACM Georgia LLC,match,exact
direct_context,gemma3:27b,26,Ascend Elements,11,Ascend Elements,match,exact
direct_context,gemma3:27b,26,Aspen Aerogels,12,Aspen Aerogels,match,exact
direct_context,gemma3:27b,26,Aurubis,13,Aurubis,match,exact
direct_context,gemma3:27b,26,Dongwon Autopart Technology Georgia LLC,14,Dongwon Autopart Technology Georgia LLC,match,exact
direct_context,gemma3:27b,26,Beaver Manufacturing Co. Inc,15,Beaver Manufacturing Co. Inc.,match,exact
direct_context,gemma3:27b,26,AVS,16,AVS,match,exact
direct_context,gemma3:27b,26,Blue Bird Corp,17,Blue Bird Corp.,match,exact
direct_context,gemma3:27b,26,Blue Ridge Manufacturing,18,Blue Ridge Manufacturing,match,exact
direct_context,gemma3:27b,26,Dorsett Industries,19,Dorsett Industries Inc.,match,exact
direct_context,gemma3:27b,26,Boogook Industries,20,Boogook Industries,match,exact
direct_context,gemma3:27b,26,Down 2 Earth Trailers,21,Down 2 Earth Trailers,match,exact
direct_context,gemma3:27b,27,JTEKT North America Corp,1,JTEKT North America Corp.,match,exact
direct_context,gemma3:27b,27,Kautex Inc,2,Kautex Inc.,match,exact
direct_context,gemma3:27b,27,Fouts Brothers Fire Equipment,10,Fouts Brothers Fire Equipment,match,exact
direct_context,gemma3:27b,27,Fouts Brothers Fire Equipment,53,F&P Georgia Manufacturing,mismatch,
direct_context,gemma3:27b,27,Hitachi Astemo,75,Hitachi Astemo,match,exact
direct_context,gemma3:27b,27,Hyundai & LG Energy Solution (LGES),76,Hitachi Astemo Americas Inc.,mismatch,
direct_context,gemma3:27b,27,Lehigh Technologies Inc,77,Hollingsworth & Vose Co.,mismatch,
direct_context,gemma3:27b,27,Honda Development & Manufacturing,78,Honda Development & Manufacturing,match,exact
direct_context,gemma3:27b,27,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,gemma3:27b,27,KTX America Corporation,96,KTX America Corporation,match,exact
direct_context,gemma3:27b,27,Kumho Tire USA Inc,97,Kumho Tire USA Inc.,match,exact
direct_context,gemma3:27b,27,Kyungshin America Corp,98,Kyungshin America Corp.,match,exact
direct_context,gemma3:27b,27,Hyundai MOBIS (Georgia),99,Hyundai MOBIS (Georgia),match,exact
direct_context,gemma3:27b,27,Lear Corporation,100,Lear Corporation,match,exact
direct_context,gemma3:27b,27,Porsche Cars North America Inc,121,Porsche Cars North America Inc.,match,exact
direct_context,gemma3:27b,27,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,gemma3:27b,27,SungEel Recycling Park Georgia,169,Suhner Manufacturing Corp.,mismatch,
direct_context,gemma3:27b,27,Superior Essex Inc,171,Superior Essex Inc.,match,exact
direct_context,gemma3:27b,27,Suzuki Manufacturing of America Corp,172,Suzuki Manufacturing of America Corp.,match,exact
direct_context,gemma3:27b,27,Textron Specialized Vehicles,175,TE Connectivity,mismatch,
direct_context,gemma3:27b,27,TI Fluid Systems,181,TI Fluid Systems,match,exact
direct_context,gemma3:27b,28,Great Dane LP,162,HEXPOL Compounding Corp.,mismatch,
direct_context,gemma3:27b,28,SRG Global Inc,167,SRG Global Inc.,match,exact
direct_context,gemma3:27b,28,FREYR Battery,168,Stryten Energy,mismatch,
direct_context,gemma3:27b,28,TCI Powder Coatings,170,SungEel Recycling Park Georgia,mismatch,
direct_context,gemma3:27b,28,Suzuki Manufacturing of America Corp,172,Suzuki Manufacturing of America Corp.,match,exact
direct_context,gemma3:27b,28,TDK Components USA Inc,174,TDK Components USA Inc.,match,exact
direct_context,gemma3:27b,28,Trenton Pressing Inc,186,Trenton Pressing Inc.,match,exact
direct_context,gemma3:27b,29,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,gemma3:27b,29,Sewon America Inc,151,Sewon America Inc.,match,exact
direct_context,gemma3:27b,29,SK Battery America,152,Rivian Automotive,mismatch,
direct_context,gemma3:27b,29,SKF USA Inc,153,SHIROKI North America Inc,mismatch,
direct_context,gemma3:27b,29,Jefferson Southern Corp,154,SAFT America Inc.,mismatch,
direct_context,gemma3:27b,29,SungEel Recycling Park Georgia,155,Sejong Georgia LLC,mismatch,
direct_context,gemma3:27b,29,TCI Powder Coatings,156,Seohan Auto USA,mismatch,
direct_context,gemma3:27b,29,Teklas USA,157,Seoyon E-HWA,mismatch,
direct_context,gemma3:27b,29,Textron Specialized Vehicles,158,Seoyon E-Hwa Interior Systems,mismatch,
direct_context,gemma3:27b,29,Thermal Ceramics Inc,159,Solvay Specialty Polymers USA LLC,mismatch,
direct_context,gemma3:27b,29,Thomon Plastics Inc,160,Denkai America,mismatch,
direct_context,gemma3:27b,29,TI Fluid Systems,161,Sewon America Inc.,mismatch,
direct_context,gemma3:27b,29,TI Fluid Systems,162,HEXPOL Compounding Corp.,mismatch,
direct_context,gemma3:27b,29,Tie Down Engineering,163,SK Battery America,mismatch,
direct_context,gemma3:27b,29,TN Americas Holding Inc,164,SKF USA Inc.,mismatch,
direct_context,gemma3:27b,29,Toyota Industries Group (TACG-TICA),165,Jefferson Southern Corp.,mismatch,
direct_context,gemma3:27b,29,Trenton Pressing,166,Southern Switches Corp.,mismatch,
direct_context,gemma3:27b,29,Valeo,167,SRG Global Inc.,mismatch,
direct_context,gemma3:27b,29,Vanguard National Trailer Corp,168,Stryten Energy,mismatch,
direct_context,gemma3:27b,29,Vernay,169,Suhner Manufacturing Corp.,mismatch,
direct_context,gemma3:27b,29,Vista Metals Corp,170,SungEel Recycling Park Georgia,mismatch,
direct_context,gemma3:27b,29,Voestalpine Automotive Body Parts Inc,171,Superior Essex Inc.,mismatch,
direct_context,gemma3:27b,29,Volvo Cars USA,172,Suzuki Manufacturing of America Corp.,mismatch,
direct_context,gemma3:27b,29,WIKA USA,173,TCI Powder Coatings,mismatch,
direct_context,gemma3:27b,29,Woodbridge Foam Corp,174,TDK Components USA Inc.,mismatch,
direct_context,gemma3:27b,29,Woory Industrial Co,175,TE Connectivity,mismatch,
direct_context,gemma3:27b,29,Yachiyo Manufacturing of America LLC,176,Teklas USA,mismatch,
direct_context,gemma3:27b,29,Yamaha Motor Manufacturing Corp,177,Textron Specialized Vehicles,mismatch,
direct_context,gemma3:27b,29,Yazaki North America,178,Thermal Ceramics Inc.,mismatch,
direct_context,gemma3:27b,29,YKK USA Inc,179,Thomson Plastics Inc.,mismatch,
direct_context,gemma3:27b,29,ZF Gainesville LLC,180,TI Fluid Systems,mismatch,
direct_context,gemma3:27b,29,ZF Gainesville LLC,181,TI Fluid Systems,mismatch,
direct_context,gemma3:27b,29,ZF Gainesville LLC,182,Tie Down Engineering,mismatch,
direct_context,gemma3:27b,29,Hyundai & LG Energy Solution (LGES),183,TN Americas Holding Inc.,mismatch,
direct_context,gemma3:27b,29,Honda Development & Manufacturing,184,Toyota Industries Group (TACG-TICA),mismatch,
direct_context,gemma3:27b,29,Porsche Cars North America Inc,185,Trenton Pressing,mismatch,
direct_context,gemma3:27b,29,Hyundai Transys Georgia Seating Systems,186,Trenton Pressing Inc.,mismatch,
direct_context,gemma3:27b,29,Kia Georgia Inc,187,Valeo,mismatch,
direct_context,gemma3:27b,29,Mercedes-Benz USA LLC,188,Vanguard National Trailer Corp.,mismatch,
direct_context,gemma3:27b,29,Ascend Elements,189,Vernay,mismatch,
direct_context,gemma3:27b,29,Aurubis,190,Vista Metals Corp.,mismatch,
direct_context,gemma3:27b,29,Aspen Aerogels,191,Voestalpine Automotive Body Parts Inc.,mismatch,
direct_context,gemma3:27b,29,Beavor Manufacturing Co. Inc,192,Volvo Cars USA,mismatch,
direct_context,gemma3:27b,29,Continental Automotive,193,Volvo Group North America,mismatch,
direct_context,gemma3:27b,29,Daimler Truck North America,194,Wabash National Corp.,mismatch,
direct_context,gemma3:27b,29,Duckyang,195,Wheelabrator Group Inc.,mismatch,
direct_context,gemma3:27b,29,Enchem America Inc,196,WIKA USA,mismatch,
direct_context,gemma3:27b,29,FOX Factory,197,Woodbridge Foam Corp.,mismatch,
direct_context,gemma3:27b,29,Fouts Brothers Fire Equipment,198,Woory Industrial Co.,mismatch,
direct_context,gemma3:27b,29,Flambeau Inc,199,Yachiyo Manufacturing of America LLC,mismatch,
direct_context,gemma3:27b,29,Freudenberg-NOK,200,Yamaha Motor Manufacturing Corp.,mismatch,
direct_context,gemma3:27b,29,Grudem,201,Yazaki North America,mismatch,
direct_context,gemma3:27b,29,Kautex Inc,202,YKK USA Inc.,mismatch,
direct_context,gemma3:27b,29,JTEKT North America Corp,203,ZF Gainesville LLC,mismatch,
direct_context,gemma3:27b,29,Lark United Manufacturing Inc,204,ZF Gainesville LLC,mismatch,
direct_context,gemma3:27b,29,Lund International Inc,205,ZF Gainesville LLC,mismatch,
direct_context,gemma3:27b,30,JTEKT North America Corp,1,JTEKT North America Corp.,match,exact
direct_context,gemma3:27b,30,Kautex Inc,2,Kautex Inc.,match,exact
direct_context,gemma3:27b,30,Grudem,3,Grudem,match,exact
direct_context,gemma3:27b,30,Flambeau Inc,4,Flambeau Inc.,match,exact
direct_context,gemma3:27b,30,Arising Industries Inc,5,Arising Industries Inc.,match,exact
direct_context,gemma3:27b,30,Dinex Emissions Inc,6,Dinex Emissions Inc.,match,exact
direct_context,gemma3:27b,30,ACM Georgia LLC,7,ACM Georgia LLC,match,exact
direct_context,gemma3:27b,30,Lark United Manufacturing Inc,8,Lark United Manufacturing Inc.,match,exact
direct_context,gemma3:27b,30,FOX Factory,9,FOX Factory,match,exact
direct_context,gemma3:27b,30,Fouts Brothers Fire Equipment,10,Fouts Brothers Fire Equipment,match,exact
direct_context,gemma3:27b,31,Ascend Elements,11,Ascend Elements,match,exact
direct_context,gemma3:27b,31,Aspen Aerogels,12,Aspen Aerogels,match,exact
direct_context,gemma3:27b,31,Aurubis,13,Aurubis,match,exact
direct_context,gemma3:27b,31,Dongwon Autopart Technology Georgia LLC,14,Dongwon Autopart Technology Georgia LLC,match,exact
direct_context,gemma3:27b,31,Duckyang,35,Duckyang,match,exact
direct_context,gemma3:27b,31,Ecoplastic America Corporation,41,Ecoplastic America Corporation,match,exact
direct_context,gemma3:27b,31,Erdrich USA,67,Erdrich USA Inc.,match,exact
direct_context,gemma3:27b,31,Hyundai & LG Energy Solution (LGES),93,Hyundai Industrial Co.,mismatch,
direct_context,gemma3:27b,31,MollerTech LLC,118,MollerTech LLC,match,exact
direct_context,gemma3:27b,31,Lehigh Technologies Inc,120,HELLA Automotive Sales Inc.,mismatch,
direct_context,gemma3:27b,31,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,gemma3:27b,31,SK Battery America,163,SK Battery America,match,exact
direct_context,gemma3:27b,32,GSC Steel Engineering Inc,69,GSC Steel Stamping LLC,mismatch,
direct_context,gemma3:27b,32,Panasonic Automotive Systems Co,137,Panasonic Automotive Systems Co.,match,exact
direct_context,gemma3:27b,32,Trenton Pressing Inc,186,Trenton Pressing Inc.,match,exact
direct_context,gemma3:27b,33,JTEKT North America Corp,1,JTEKT North America Corp.,match,exact
direct_context,gemma3:27b,33,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,gemma3:27b,33,Lear Corporation,100,Lear Corporation,match,exact
direct_context,gemma3:27b,33,Porsche Cars North America Inc,121,Porsche Cars North America Inc.,match,exact
direct_context,gemma3:27b,34,Novelis Inc,129,Novelis Inc.,match,exact
direct_context,gemma3:27b,34,Fouts Brothers Fire Equipment,153,SHIROKI North America Inc,mismatch,
direct_context,gemma3:27b,34,SungEel Recycling Park Georgia,178,Thermal Ceramics Inc.,mismatch,
direct_context,gemma3:27b,34,Toyota Industries Group (TACG-TICA),184,Toyota Industries Group (TACG-TICA),match,exact
direct_context,gemma3:27b,34,WIKA USA,196,WIKA USA,match,exact
direct_context,gemma3:27b,34,ZF Gainesville LLC,203,ZF Gainesville LLC,match,exact
direct_context,gemma3:27b,34,ZF Gainesville LLC,204,ZF Gainesville LLC,match,exact
direct_context,gemma3:27b,34,ZF Gainesville LLC,205,ZF Gainesville LLC,match,exact
direct_context,gemma3:27b,34,Dinex Emissions Inc,6,Dinex Emissions Inc.,match,exact
direct_context,gemma3:27b,34,Bosch (Automotive Division),60,Freudenberg-NOK,mismatch,
direct_context,gemma3:27b,35,Dinex Emissions Inc,6,Dinex Emissions Inc.,match,exact
direct_context,gemma3:27b,35,Duckyang,35,Duckyang,match,exact
direct_context,gemma3:27b,35,Bosch (Automotive Division),60,Freudenberg-NOK,mismatch,
direct_context,gemma3:27b,35,Hyundai Motor Group,76,Hitachi Astemo Americas Inc.,mismatch,
direct_context,gemma3:27b,35,Hyundai Transys Georgia Seating Systems,84,Hyundai Transys Georgia Powertrain,mismatch,
direct_context,gemma3:27b,35,Peerless-Winsmith Inc,139,Peerless-Winsmith Inc.,match,exact
direct_context,gemma3:27b,35,SK Battery America,153,SHIROKI North America Inc,mismatch,
direct_context,gemma3:27b,35,HEXPOL Compounding Corp,162,HEXPOL Compounding Corp.,match,exact
direct_context,gemma3:27b,35,SungEel Recycling Park Georgia,170,SungEel Recycling Park Georgia,match,exact
direct_context,gemma3:27b,35,TI Fluid Systems,181,TI Fluid Systems,match,exact
direct_context,gemma3:27b,35,WIKA USA,196,WIKA USA,match,exact
direct_context,gemma3:27b,35,ZF Gainesville LLC,203,ZF Gainesville LLC,match,exact
direct_context,gemma3:27b,36,JTEKT North America Corp,1,JTEKT North America Corp.,match,exact
direct_context,gemma3:27b,36,Kautex Inc,2,Kautex Inc.,match,exact
direct_context,gemma3:27b,36,Fouts Brothers Fire Equipment,10,Fouts Brothers Fire Equipment,match,exact
direct_context,gemma3:27b,36,TI Fluid Systems,175,TE Connectivity,mismatch,
direct_context,gemma3:27b,36,TI Fluid Systems,181,TI Fluid Systems,match,exact
direct_context,gemma3:27b,36,WIKA USA,196,WIKA USA,match,exact
direct_context,gemma3:27b,36,Woodbridge Foam Corp,197,Woodbridge Foam Corp.,match,exact
direct_context,gemma3:27b,36,Woory Industrial Co,198,Woory Industrial Co.,match,exact
direct_context,gemma3:27b,36,Yachiyo Manufacturing of America LLC,199,Yachiyo Manufacturing of America LLC,match,exact
direct_context,gemma3:27b,36,Yamaha Motor Manufacturing Corp,200,Yamaha Motor Manufacturing Corp.,match,exact
direct_context,gemma3:27b,36,Hitachi Astemo,75,Hitachi Astemo,match,exact
direct_context,gemma3:27b,36,Hyundai MOBIS (Georgia),76,Hitachi Astemo Americas Inc.,mismatch,
direct_context,gemma3:27b,36,Hollingsworth & Vose Co,77,Hollingsworth & Vose Co.,match,exact
direct_context,gemma3:27b,36,Honda Development & Manufacturing,78,Honda Development & Manufacturing,match,exact
direct_context,gemma3:27b,36,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,gemma3:27b,36,KTX America Corp,96,KTX America Corporation,match,exact
direct_context,gemma3:27b,36,Kumho Tire USA Inc,97,Kumho Tire USA Inc.,match,exact
direct_context,gemma3:27b,36,Kyungshin America Corp,98,Kyungshin America Corp.,match,exact
direct_context,gemma3:27b,36,Lear Corporation,100,Lear Corporation,match,exact
direct_context,gemma3:27b,36,Nile Automotive,124,Nile Automotive,match,exact
direct_context,gemma3:27b,36,Great Dane LP,162,HEXPOL Compounding Corp.,mismatch,
direct_context,gemma3:27b,37,Dinex Emissions Inc,6,Dinex Emissions Inc.,match,exact
direct_context,gemma3:27b,37,Duckyang,35,Duckyang,match,exact
direct_context,gemma3:27b,37,Hyundai Astemo Americas Inc,76,Hitachi Astemo Americas Inc.,match,fuzzy:0.826
direct_context,gemma3:27b,37,Lehigh Technologies Inc,77,Hollingsworth & Vose Co.,mismatch,
direct_context,gemma3:27b,37,Hyundai Transys Georgia Seating Systems,84,Hyundai Transys Georgia Powertrain,mismatch,
direct_context,gemma3:27b,37,SHIROKI North America Inc,153,SHIROKI North America Inc,match,exact
direct_context,gemma3:27b,38,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,gemma3:27b,38,Ascend Elements,153,SHIROKI North America Inc,mismatch,
direct_context,gemma3:27b,38,SK Battery America,163,SK Battery America,match,exact
direct_context,gemma3:27b,38,TCI Powder Coatings,173,TCI Powder Coatings,match,exact
direct_context,gemma3:27b,38,Trenton Pressing Inc,186,Trenton Pressing Inc.,match,exact
direct_context,gemma3:27b,39,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,gemma3:27b,39,TCI Powder Coatings,173,TCI Powder Coatings,match,exact
direct_context,gemma3:27b,39,Yachiyo Manufacturing of America LLC,199,Yachiyo Manufacturing of America LLC,match,exact
direct_context,gemma3:27b,40,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,gemma3:27b,40,SK Battery America,163,SK Battery America,match,exact
direct_context,gemma3:27b,40,Superior Essex Inc,171,Superior Essex Inc.,match,exact
direct_context,gemma3:27b,40,Suzuki Manufacturing of America Corp,172,Suzuki Manufacturing of America Corp.,match,exact
direct_context,gemma3:27b,40,TCI Powder Coatings,173,TCI Powder Coatings,match,exact
direct_context,gemma3:27b,40,TDK Components USA Inc,174,TDK Components USA Inc.,match,exact
direct_context,gemma3:27b,40,TE Connectivity,175,TE Connectivity,match,exact
direct_context,gemma3:27b,40,Teklas USA,176,Teklas USA,match,exact
direct_context,gemma3:27b,40,Textron Specialized Vehicles,177,Textron Specialized Vehicles,match,exact
direct_context,gemma3:27b,40,Thermal Ceramics Inc,178,Thermal Ceramics Inc.,match,exact
direct_context,gemma3:27b,40,Thomson Plastics Inc,179,Thomson Plastics Inc.,match,exact
direct_context,gemma3:27b,40,TI Fluid Systems,180,TI Fluid Systems,match,exact
direct_context,gemma3:27b,40,TI Fluid Systems,181,TI Fluid Systems,match,exact
direct_context,gemma3:27b,41,Ascend Elements,11,Ascend Elements,match,exact
direct_context,gemma3:27b,41,Aurubis,13,Aurubis,match,exact
direct_context,gemma3:27b,41,DAEHAN Solution Georgia LLC,30,DAEHAN Solution Georgia LLC,match,exact
direct_context,gemma3:27b,41,Enchem America Inc,51,Enchem America Inc.,match,exact
direct_context,gemma3:27b,41,Solvay Specialty Polymers USA LLC,129,Novelis Inc.,mismatch,
