arm,model_name,question_number,mention_text,classification,sources,matched_kb_company,similarity,matched_field,matched_value
direct_context,gemma3:27b,29,Vernay,known_kb_company,evidence_company,Vernay,1.0,,
direct_context,gemma3:27b,29,Vista Metals Corp,known_kb_company,evidence_company,Vista Metals Corp.,1.0,,
direct_context,gemma3:27b,29,Voestalpine Automotive Body Parts Inc,known_kb_company,evidence_company,Voestalpine Automotive Body Parts Inc.,1.0,,
direct_context,gemma3:27b,29,Volvo Cars USA,known_kb_company,evidence_company,Volvo Cars USA,1.0,,
direct_context,gemma3:27b,29,WIKA USA,known_kb_company,evidence_company,WIKA USA,1.0,,
direct_context,gemma3:27b,29,Woodbridge Foam Corp,known_kb_company,evidence_company,Woodbridge Foam Corp.,1.0,,
direct_context,gemma3:27b,29,Woory Industrial Co,known_kb_company,evidence_company,Woory Industrial Co.,1.0,,
direct_context,gemma3:27b,29,Yachiyo Manufacturing of America LLC,known_kb_company,evidence_company,Yachiyo Manufacturing of America LLC,1.0,,
direct_context,gemma3:27b,29,Yamaha Motor Manufacturing Corp,known_kb_company,evidence_company,Yamaha Motor Manufacturing Corp.,1.0,,
direct_context,gemma3:27b,29,Yazaki North America,known_kb_company,evidence_company,Yazaki North America,1.0,,
direct_context,gemma3:27b,29,YKK USA Inc,known_kb_company,evidence_company,YKK USA Inc.,1.0,,
direct_context,gemma3:27b,29,ZF Gainesville LLC,known_kb_company,evidence_company,ZF Gainesville LLC,1.0,,
direct_context,gemma3:27b,29,Hyundai & LG Energy Solution (LGES),known_kb_company,evidence_company,Hyundai & LG Energy Solution (LGES),1.0,,
direct_context,gemma3:27b,29,Honda Development & Manufacturing,known_kb_company,evidence_company,Honda Development & Manufacturing,1.0,,
direct_context,gemma3:27b,29,Porsche Cars North America Inc,known_kb_company,evidence_company,Porsche Cars North America Inc.,1.0,,
direct_context,gemma3:27b,29,Hyundai Transys Georgia Seating Systems,known_kb_company,evidence_company,Hyundai Transys Georgia Seating Systems,1.0,,
direct_context,gemma3:27b,29,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,gemma3:27b,29,Mercedes-Benz USA LLC,known_kb_company,evidence_company,Mercedes-Benz USA LLC,1.0,,
direct_context,gemma3:27b,29,Ascend Elements,known_kb_company,evidence_company,Ascend Elements,1.0,,
direct_context,gemma3:27b,29,Aurubis,known_kb_company,evidence_company,Aurubis,1.0,,
direct_context,gemma3:27b,29,Aspen Aerogels,known_kb_company,evidence_company,Aspen Aerogels,1.0,,
direct_context,gemma3:27b,29,Beavor Manufacturing Co. Inc,misspelled_kb_company,evidence_company,Beaver Manufacturing Co. Inc.,0.95,,
direct_context,gemma3:27b,29,Continental Automotive,known_kb_company,evidence_company,Continental Automotive,1.0,,
direct_context,gemma3:27b,29,Daimler Truck North America,known_kb_company,evidence_company,Daimler Truck North America,1.0,,
direct_context,gemma3:27b,29,Duckyang,known_kb_company,evidence_company,Duckyang,1.0,,
direct_context,gemma3:27b,29,Enchem America Inc,known_kb_company,evidence_company,Enchem America Inc.,1.0,,
direct_context,gemma3:27b,29,FOX Factory,known_kb_company,evidence_company,FOX Factory,1.0,,
direct_context,gemma3:27b,29,Fouts Brothers Fire Equipment,known_kb_company,evidence_company,Fouts Brothers Fire Equipment,1.0,,
direct_context,gemma3:27b,29,Flambeau Inc,known_kb_company,evidence_company,Flambeau Inc.,1.0,,
direct_context,gemma3:27b,29,Freudenberg-NOK,known_kb_company,evidence_company,Freudenberg-NOK,1.0,,
direct_context,gemma3:27b,29,Grudem,known_kb_company,evidence_company,Grudem,1.0,,
direct_context,gemma3:27b,29,Kautex Inc,known_kb_company,evidence_company,Kautex Inc.,1.0,,
direct_context,gemma3:27b,29,JTEKT North America Corp,known_kb_company,evidence_company,JTEKT North America Corp.,1.0,,
direct_context,gemma3:27b,29,Lark United Manufacturing Inc,known_kb_company,evidence_company,Lark United Manufacturing Inc.,1.0,,
direct_context,gemma3:27b,29,Lund International Inc,known_kb_company,evidence_company,Lund International Inc.,1.0,,
direct_context,gemma3:27b,30,JTEKT North America Corp,known_kb_company,evidence_company,JTEKT North America Corp.,1.0,,
direct_context,gemma3:27b,30,Kautex Inc,known_kb_company,evidence_company,Kautex Inc.,1.0,,
direct_context,gemma3:27b,30,Grudem,known_kb_company,evidence_company,Grudem,1.0,,
direct_context,gemma3:27b,30,Flambeau Inc,known_kb_company,evidence_company,Flambeau Inc.,1.0,,
direct_context,gemma3:27b,30,Arising Industries Inc,known_kb_company,evidence_company,Arising Industries Inc.,1.0,,
direct_context,gemma3:27b,30,Dinex Emissions Inc,known_kb_company,evidence_company,Dinex Emissions Inc.,1.0,,
direct_context,gemma3:27b,30,ACM Georgia LLC,known_kb_company,evidence_company,ACM Georgia LLC,1.0,,
direct_context,gemma3:27b,30,Lark United Manufacturing Inc,known_kb_company,evidence_company,Lark United Manufacturing Inc.,1.0,,
direct_context,gemma3:27b,30,FOX Factory,known_kb_company,evidence_company,FOX Factory,1.0,,
direct_context,gemma3:27b,30,Fouts Brothers Fire Equipment,known_kb_company,evidence_company,Fouts Brothers Fire Equipment,1.0,,
direct_context,gemma3:27b,31,Ascend Elements,known_kb_company,evidence_company,Ascend Elements,1.0,,
direct_context,gemma3:27b,31,Aspen Aerogels,known_kb_company,evidence_company,Aspen Aerogels,1.0,,
direct_context,gemma3:27b,31,Aurubis,known_kb_company,evidence_company,Aurubis,1.0,,
direct_context,gemma3:27b,31,Dongwon Autopart Technology Georgia LLC,known_kb_company,evidence_company,Dongwon Autopart Technology Georgia LLC,1.0,,
direct_context,gemma3:27b,31,Duckyang,known_kb_company,evidence_company,Duckyang,1.0,,
direct_context,gemma3:27b,31,Ecoplastic America Corporation,known_kb_company,evidence_company,Ecoplastic America Corporation,1.0,,
direct_context,gemma3:27b,31,Erdrich USA,misspelled_kb_company,evidence_company,Erdrich USA Inc.,1.0,,
direct_context,gemma3:27b,31,Hyundai & LG Energy Solution (LGES),known_kb_company,evidence_company,Hyundai & LG Energy Solution (LGES),1.0,,
direct_context,gemma3:27b,31,MollerTech LLC,known_kb_company,evidence_company,MollerTech LLC,1.0,,
direct_context,gemma3:27b,31,Lehigh Technologies Inc,known_kb_company,evidence_company,Lehigh Technologies Inc.,1.0,,
direct_context,gemma3:27b,31,Racemark International LLC,known_kb_company,evidence_company,Racemark International LLC,1.0,,
direct_context,gemma3:27b,31,SK Battery America,known_kb_company,evidence_company,SK Battery America,1.0,,
direct_context,gemma3:27b,32,GSC Steel Engineering Inc,true_out_of_kb_hallucination,evidence_company,OTR Wheel Engineering Inc.,0.7619,,
direct_context,gemma3:27b,32,Panasonic Automotive Systems Co,known_kb_company,evidence_company,Panasonic Automotive Systems Co.,1.0,,
direct_context,gemma3:27b,32,Trenton Pressing Inc,known_kb_company,evidence_company,Trenton Pressing Inc.,1.0,,
direct_context,gemma3:27b,33,JTEKT North America Corp,known_kb_company,evidence_company,JTEKT North America Corp.,1.0,,
direct_context,gemma3:27b,33,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,gemma3:27b,33,Lear Corporation,known_kb_company,evidence_company,Lear Corporation,1.0,,
direct_context,gemma3:27b,33,Porsche Cars North America Inc,known_kb_company,evidence_company,Porsche Cars North America Inc.,1.0,,
direct_context,gemma3:27b,34,Novelis Inc,known_kb_company,evidence_company,Novelis Inc.,1.0,,
direct_context,gemma3:27b,34,Fouts Brothers Fire Equipment,known_kb_company,evidence_company,Fouts Brothers Fire Equipment,1.0,,
direct_context,gemma3:27b,34,SungEel Recycling Park Georgia,known_kb_company,evidence_company,SungEel Recycling Park Georgia,1.0,,
direct_context,gemma3:27b,34,Toyota Industries Group (TACG-TICA),known_kb_company,evidence_company,Toyota Industries Group (TACG-TICA),1.0,,
direct_context,gemma3:27b,34,WIKA USA,known_kb_company,evidence_company,WIKA USA,1.0,,
direct_context,gemma3:27b,34,ZF Gainesville LLC,known_kb_company,"evidence_company,answer_prose",ZF Gainesville LLC,1.0,,
direct_context,gemma3:27b,34,Dinex Emissions Inc,known_kb_company,evidence_company,Dinex Emissions Inc.,1.0,,
direct_context,gemma3:27b,34,Bosch (Automotive Division),known_kb_company,evidence_company,Bosch (Automotive Division),1.0,,
direct_context,gemma3:27b,34,Thermal Ceramics Inc,known_kb_company,answer_prose,Thermal Ceramics Inc.,1.0,,
direct_context,gemma3:27b,34,SK Battery America,known_kb_company,answer_prose,SK Battery America,1.0,,
direct_context,gemma3:27b,35,Dinex Emissions Inc,known_kb_company,evidence_company,Dinex Emissions Inc.,1.0,,
direct_context,gemma3:27b,35,Duckyang,known_kb_company,evidence_company,Duckyang,1.0,,
direct_context,gemma3:27b,35,Bosch (Automotive Division),known_kb_company,evidence_company,Bosch (Automotive Division),1.0,,
direct_context,gemma3:27b,35,Hyundai Motor Group,known_kb_company,evidence_company,Hyundai Motor Group,1.0,,
direct_context,gemma3:27b,35,Hyundai Transys Georgia Seating Systems,known_kb_company,evidence_company,Hyundai Transys Georgia Seating Systems,1.0,,
direct_context,gemma3:27b,35,Peerless-Winsmith Inc,known_kb_company,evidence_company,Peerless-Winsmith Inc.,1.0,,
direct_context,gemma3:27b,35,SK Battery America,known_kb_company,evidence_company,SK Battery America,1.0,,
direct_context,gemma3:27b,35,HEXPOL Compounding Corp,known_kb_company,evidence_company,HEXPOL Compounding Corp.,1.0,,
direct_context,gemma3:27b,35,SungEel Recycling Park Georgia,known_kb_company,evidence_company,SungEel Recycling Park Georgia,1.0,,
direct_context,gemma3:27b,35,TI Fluid Systems,known_kb_company,evidence_company,TI Fluid Systems,1.0,,
direct_context,gemma3:27b,35,WIKA USA,known_kb_company,evidence_company,WIKA USA,1.0,,
direct_context,gemma3:27b,35,ZF Gainesville LLC,known_kb_company,evidence_company,ZF Gainesville LLC,1.0,,
direct_context,gemma3:27b,36,JTEKT North America Corp,known_kb_company,evidence_company,JTEKT North America Corp.,1.0,,
direct_context,gemma3:27b,36,Kautex Inc,known_kb_company,evidence_company,Kautex Inc.,1.0,,
direct_context,gemma3:27b,36,Fouts Brothers Fire Equipment,known_kb_company,evidence_company,Fouts Brothers Fire Equipment,1.0,,
direct_context,gemma3:27b,36,TI Fluid Systems,known_kb_company,evidence_company,TI Fluid Systems,1.0,,
direct_context,gemma3:27b,36,WIKA USA,known_kb_company,evidence_company,WIKA USA,1.0,,
direct_context,gemma3:27b,36,Woodbridge Foam Corp,known_kb_company,evidence_company,Woodbridge Foam Corp.,1.0,,
direct_context,gemma3:27b,36,Woory Industrial Co,known_kb_company,evidence_company,Woory Industrial Co.,1.0,,
direct_context,gemma3:27b,36,Yachiyo Manufacturing of America LLC,known_kb_company,evidence_company,Yachiyo Manufacturing of America LLC,1.0,,
direct_context,gemma3:27b,36,Yamaha Motor Manufacturing Corp,known_kb_company,evidence_company,Yamaha Motor Manufacturing Corp.,1.0,,
direct_context,gemma3:27b,36,Hitachi Astemo,known_kb_company,evidence_company,Hitachi Astemo,1.0,,
direct_context,gemma3:27b,36,Hyundai MOBIS (Georgia),known_kb_company,evidence_company,Hyundai MOBIS (Georgia),1.0,,
direct_context,gemma3:27b,36,Hollingsworth & Vose Co,known_kb_company,evidence_company,Hollingsworth & Vose Co.,1.0,,
direct_context,gemma3:27b,36,Honda Development & Manufacturing,known_kb_company,evidence_company,Honda Development & Manufacturing,1.0,,
direct_context,gemma3:27b,36,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,gemma3:27b,36,KTX America Corp,misspelled_kb_company,evidence_company,KTX America Corporation,1.0,,
direct_context,gemma3:27b,36,Kumho Tire USA Inc,known_kb_company,evidence_company,Kumho Tire USA Inc.,1.0,,
direct_context,gemma3:27b,36,Kyungshin America Corp,known_kb_company,evidence_company,Kyungshin America Corp.,1.0,,
direct_context,gemma3:27b,36,Lear Corporation,known_kb_company,evidence_company,Lear Corporation,1.0,,
direct_context,gemma3:27b,36,Nile Automotive,known_kb_company,evidence_company,Nile Automotive,1.0,,
direct_context,gemma3:27b,36,Great Dane LP,known_kb_company,evidence_company,Great Dane LP,1.0,,
direct_context,gemma3:27b,37,Dinex Emissions Inc,known_kb_company,evidence_company,Dinex Emissions Inc.,1.0,,
direct_context,gemma3:27b,37,Duckyang,known_kb_company,evidence_company,Duckyang,1.0,,
direct_context,gemma3:27b,37,Hyundai Astemo Americas Inc,misspelled_kb_company,evidence_company,Hitachi Astemo Americas Inc.,0.8261,,
direct_context,gemma3:27b,37,Lehigh Technologies Inc,known_kb_company,evidence_company,Lehigh Technologies Inc.,1.0,,
direct_context,gemma3:27b,37,Hyundai Transys Georgia Seating Systems,known_kb_company,evidence_company,Hyundai Transys Georgia Seating Systems,1.0,,
direct_context,gemma3:27b,37,SHIROKI North America Inc,known_kb_company,evidence_company,SHIROKI North America Inc,1.0,,
direct_context,gemma3:27b,38,Racemark International LLC,known_kb_company,evidence_company,Racemark International LLC,1.0,,
direct_context,gemma3:27b,38,Ascend Elements,known_kb_company,evidence_company,Ascend Elements,1.0,,
direct_context,gemma3:27b,38,SK Battery America,known_kb_company,evidence_company,SK Battery America,1.0,,
direct_context,gemma3:27b,38,TCI Powder Coatings,known_kb_company,evidence_company,TCI Powder Coatings,1.0,,
direct_context,gemma3:27b,38,Trenton Pressing Inc,known_kb_company,evidence_company,Trenton Pressing Inc.,1.0,,
direct_context,gemma3:27b,39,Racemark International LLC,known_kb_company,evidence_company,Racemark International LLC,1.0,,
direct_context,gemma3:27b,39,TCI Powder Coatings,known_kb_company,evidence_company,TCI Powder Coatings,1.0,,
direct_context,gemma3:27b,39,Yachiyo Manufacturing of America LLC,known_kb_company,evidence_company,Yachiyo Manufacturing of America LLC,1.0,,
direct_context,gemma3:27b,39,Panasonic Automotive Systems Co,known_kb_company,answer_prose,Panasonic Automotive Systems Co.,1.0,,
direct_context,gemma3:27b,39,Trenton Pressing Inc,known_kb_company,answer_prose,Trenton Pressing Inc.,1.0,,
direct_context,gemma3:27b,39,Yachiyo Manufacturing,known_kb_company,answer_prose,Yachiyo Manufacturing of America LLC,partial,,
direct_context,gemma3:27b,39,America LLC,known_kb_company,answer_prose,JTEKT North America Corp.,partial,,
direct_context,gemma3:27b,40,Racemark International LLC,known_kb_company,evidence_company,Racemark International LLC,1.0,,
direct_context,gemma3:27b,40,SK Battery America,known_kb_company,evidence_company,SK Battery America,1.0,,
direct_context,gemma3:27b,40,Superior Essex Inc,known_kb_company,evidence_company,Superior Essex Inc.,1.0,,
direct_context,gemma3:27b,40,Suzuki Manufacturing of America Corp,known_kb_company,evidence_company,Suzuki Manufacturing of America Corp.,1.0,,
direct_context,gemma3:27b,40,TCI Powder Coatings,known_kb_company,evidence_company,TCI Powder Coatings,1.0,,
direct_context,gemma3:27b,40,TDK Components USA Inc,known_kb_company,evidence_company,TDK Components USA Inc.,1.0,,
direct_context,gemma3:27b,40,TE Connectivity,known_kb_company,evidence_company,TE Connectivity,1.0,,
direct_context,gemma3:27b,40,Teklas USA,known_kb_company,evidence_company,Teklas USA,1.0,,
direct_context,gemma3:27b,40,Textron Specialized Vehicles,known_kb_company,evidence_company,Textron Specialized Vehicles,1.0,,
direct_context,gemma3:27b,40,Thermal Ceramics Inc,known_kb_company,evidence_company,Thermal Ceramics Inc.,1.0,,
direct_context,gemma3:27b,40,Thomson Plastics Inc,known_kb_company,evidence_company,Thomson Plastics Inc.,1.0,,
direct_context,gemma3:27b,40,TI Fluid Systems,known_kb_company,evidence_company,TI Fluid Systems,1.0,,
direct_context,gemma3:27b,41,Ascend Elements,known_kb_company,evidence_company,Ascend Elements,1.0,,
direct_context,gemma3:27b,41,Aurubis,known_kb_company,evidence_company,Aurubis,1.0,,
direct_context,gemma3:27b,41,DAEHAN Solution Georgia LLC,known_kb_company,evidence_company,DAEHAN Solution Georgia LLC,1.0,,
direct_context,gemma3:27b,41,Enchem America Inc,known_kb_company,"evidence_company,answer_prose",Enchem America Inc.,1.0,,
direct_context,gemma3:27b,41,Solvay Specialty Polymers USA LLC,known_kb_company,"evidence_company,answer_prose",Solvay Specialty Polymers USA LLC,1.0,,
direct_context,gemma3:27b,41,BASF Corporation,true_out_of_kb_hallucination,answer_prose,,,,
direct_context,gemma3:27b,41,Dow Chemical Company,true_out_of_kb_hallucination,answer_prose,Mando America Corp.,0.56,,
direct_context,gemma3:27b,42,Minebea AccessSolutions USA Inc,known_kb_company,evidence_company,Minebea AccessSolutions USA Inc.,1.0,,
direct_context,gemma3:27b,42,Racemark International LLC,known_kb_company,evidence_company,Racemark International LLC,1.0,,
direct_context,gemma3:27b,42,Suzuki Manufacturing of America Corp,known_kb_company,evidence_company,Suzuki Manufacturing of America Corp.,1.0,,
direct_context,gemma3:27b,42,Yamaha Motor Manufacturing Corp,known_kb_company,evidence_company,Yamaha Motor Manufacturing Corp.,1.0,,
direct_context,mistral-small3.2:24b,1,Hitachi Astemo,known_kb_company,evidence_company,Hitachi Astemo,1.0,,
direct_context,mistral-small3.2:24b,1,Hitachi Astemo Americas Inc,known_kb_company,evidence_company,Hitachi Astemo Americas Inc.,1.0,,
direct_context,mistral-small3.2:24b,1,Hollingsworth & Vose Co,known_kb_company,evidence_company,Hollingsworth & Vose Co.,1.0,,
direct_context,mistral-small3.2:24b,1,Honda Development & Manufacturing,known_kb_company,evidence_company,Honda Development & Manufacturing,1.0,,
direct_context,mistral-small3.2:24b,1,Hwashin,known_kb_company,evidence_company,Hwashin,1.0,,
direct_context,mistral-small3.2:24b,1,Hyundai & LG Energy Solution (LGES),known_kb_company,evidence_company,Hyundai & LG Energy Solution (LGES),1.0,,
direct_context,mistral-small3.2:24b,1,Hyundai Motor Group,known_kb_company,evidence_company,Hyundai Motor Group,1.0,,
direct_context,mistral-small3.2:24b,1,Hyundai Transys Georgia Powertrain,known_kb_company,evidence_company,Hyundai Transys Georgia Powertrain,1.0,,
direct_context,mistral-small3.2:24b,1,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,mistral-small3.2:24b,1,Jefferson Southern Corporation,known_kb_company,evidence_company,Jefferson Southern Corporation,1.0,,
direct_context,mistral-small3.2:24b,2,F&P Georgia Manufacturing,known_kb_company,evidence_company,F&P Georgia Manufacturing,1.0,,
direct_context,mistral-small3.2:24b,2,Hitachi Astemo Americas Inc,known_kb_company,evidence_company,Hitachi Astemo Americas Inc.,1.0,,
direct_context,mistral-small3.2:24b,2,Hollingsworth & Vose Co,known_kb_company,evidence_company,Hollingsworth & Vose Co.,1.0,,
direct_context,mistral-small3.2:24b,2,Honda Development & Manufacturing,known_kb_company,evidence_company,Honda Development & Manufacturing,1.0,,
direct_context,mistral-small3.2:24b,2,Hyundai Motor Group,known_kb_company,evidence_company,Hyundai Motor Group,1.0,,
direct_context,mistral-small3.2:24b,2,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,mistral-small3.2:24b,3,GSC Steel Stamping LLC,known_kb_company,evidence_company,GSC Steel Stamping LLC,1.0,,
direct_context,mistral-small3.2:24b,3,Hitachi Astemo,known_kb_company,evidence_company,Hitachi Astemo,1.0,,
direct_context,mistral-small3.2:24b,3,Hyundai Transys Georgia,known_kb_company,evidence_company,Hyundai Transys Georgia Powertrain,partial,,
direct_context,mistral-small3.2:24b,4,GSC Steel Stamping LLC,known_kb_company,evidence_company,GSC Steel Stamping LLC,1.0,,
direct_context,mistral-small3.2:24b,4,Morgan Corp,known_kb_company,evidence_company,Morgan Corp.,1.0,,
direct_context,mistral-small3.2:24b,5,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,mistral-small3.2:24b,5,Superior Essex Inc,known_kb_company,evidence_company,Superior Essex Inc.,1.0,,
direct_context,mistral-small3.2:24b,5,Suzuki Manufacturing of America Corp,known_kb_company,evidence_company,Suzuki Manufacturing of America Corp.,1.0,,
direct_context,mistral-small3.2:24b,5,TCI Powder Coatings,known_kb_company,evidence_company,TCI Powder Coatings,1.0,,
direct_context,mistral-small3.2:24b,5,TDK Components USA Inc,known_kb_company,evidence_company,TDK Components USA Inc.,1.0,,
direct_context,mistral-small3.2:24b,5,TE Connectivity,known_kb_company,evidence_company,TE Connectivity,1.0,,
direct_context,mistral-small3.2:24b,5,Teklas USA,known_kb_company,evidence_company,Teklas USA,1.0,,
direct_context,mistral-small3.2:24b,5,Textron Specialized Vehicles,known_kb_company,evidence_company,Textron Specialized Vehicles,1.0,,
direct_context,mistral-small3.2:24b,5,Thermal Ceramics Inc,known_kb_company,evidence_company,Thermal Ceramics Inc.,1.0,,
direct_context,mistral-small3.2:24b,5,Thomson Plastics Inc,known_kb_company,evidence_company,Thomson Plastics Inc.,1.0,,
direct_context,mistral-small3.2:24b,6,Novelis Inc,known_kb_company,"evidence_company,answer_prose",Novelis Inc.,1.0,,
direct_context,mistral-small3.2:24b,7,Lehigh Technologies Inc,known_kb_company,"evidence_company,answer_prose",Lehigh Technologies Inc.,1.0,,
direct_context,mistral-small3.2:24b,8,Hitachi Astemo,known_kb_company,evidence_company,Hitachi Astemo,1.0,,
direct_context,mistral-small3.2:24b,8,KTX America Corporation,known_kb_company,evidence_company,KTX America Corporation,1.0,,
direct_context,mistral-small3.2:24b,8,Kumho Tire USA Inc,known_kb_company,evidence_company,Kumho Tire USA Inc.,1.0,,
direct_context,mistral-small3.2:24b,8,Kyungshin America Corp,known_kb_company,evidence_company,Kyungshin America Corp.,1.0,,
direct_context,mistral-small3.2:24b,8,Rivian Automotive,known_kb_company,evidence_company,Rivian Automotive,1.0,,
direct_context,mistral-small3.2:24b,9,Hanon Systems USA LLC,known_kb_company,evidence_company,Hanon Systems USA LLC,1.0,,
direct_context,mistral-small3.2:24b,9,Hyundai Motor Group,known_kb_company,evidence_company,Hyundai Motor Group,1.0,,
direct_context,mistral-small3.2:24b,9,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,mistral-small3.2:24b,9,KTX America Corporation,known_kb_company,evidence_company,KTX America Corporation,1.0,,
direct_context,mistral-small3.2:24b,9,Kyungshin America Corp,known_kb_company,evidence_company,Kyungshin America Corp.,1.0,,
direct_context,mistral-small3.2:24b,9,NIFCO KTW America Corp,known_kb_company,evidence_company,NIFCO KTW America Corp.,1.0,,
direct_context,mistral-small3.2:24b,9,Seohan Auto USA,known_kb_company,evidence_company,Seohan Auto USA,1.0,,
direct_context,mistral-small3.2:24b,9,Seoyon E-HWA,known_kb_company,evidence_company,Seoyon E-HWA,1.0,,
direct_context,mistral-small3.2:24b,9,Seoyon E-Hwa Interior Systems,known_kb_company,evidence_company,Seoyon E-Hwa Interior Systems,1.0,,
direct_context,mistral-small3.2:24b,9,SK Battery America,known_kb_company,evidence_company,SK Battery America,1.0,,
direct_context,mistral-small3.2:24b,10,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,mistral-small3.2:24b,10,Suzuki Manufacturing of America Corp,known_kb_company,evidence_company,Suzuki Manufacturing of America Corp.,1.0,,
direct_context,mistral-small3.2:24b,10,TCI Powder Coatings,known_kb_company,evidence_company,TCI Powder Coatings,1.0,,
direct_context,mistral-small3.2:24b,10,TDK Components USA Inc,known_kb_company,evidence_company,TDK Components USA Inc.,1.0,,
direct_context,mistral-small3.2:24b,10,TE Connectivity,known_kb_company,evidence_company,TE Connectivity,1.0,,
direct_context,mistral-small3.2:24b,10,Teklas USA,known_kb_company,evidence_company,Teklas USA,1.0,,
direct_context,mistral-small3.2:24b,10,Textron Specialized Vehicles,known_kb_company,evidence_company,Textron Specialized Vehicles,1.0,,
direct_context,mistral-small3.2:24b,10,Thermal Ceramics Inc,known_kb_company,evidence_company,Thermal Ceramics Inc.,1.0,,
direct_context,mistral-small3.2:24b,10,Thomson Plastics Inc,known_kb_company,evidence_company,Thomson Plastics Inc.,1.0,,
direct_context,mistral-small3.2:24b,11,Sewon America Inc,known_kb_company,"evidence_company,answer_prose",Sewon America Inc.,1.0,,
direct_context,mistral-small3.2:24b,12,Duckyang,known_kb_company,evidence_company,Duckyang,1.0,,
direct_context,mistral-small3.2:24b,12,Elan Technology Inc,known_kb_company,evidence_company,Elan Technology Inc.,1.0,,
direct_context,mistral-small3.2:24b,12,Enchem America Inc,known_kb_company,evidence_company,Enchem America Inc.,1.0,,
direct_context,mistral-small3.2:24b,12,GSC Steel Stamping LLC,known_kb_company,evidence_company,GSC Steel Stamping LLC,1.0,,
direct_context,mistral-small3.2:24b,12,Denso Manufacturing Georgia,known_kb_company,evidence_company,Denso Manufacturing Georgia,1.0,,
direct_context,mistral-small3.2:24b,12,Haering Precision USA LP,known_kb_company,evidence_company,Haering Precision USA LP,1.0,,
direct_context,mistral-small3.2:24b,12,Global Powertrain Systems LLC,known_kb_company,evidence_company,Global Powertrain Systems LLC,1.0,,
direct_context,mistral-small3.2:24b,12,Hyundai Industrial Co,known_kb_company,evidence_company,Hyundai Industrial Co.,1.0,,
direct_context,mistral-small3.2:24b,12,SK Battery America,known_kb_company,evidence_company,SK Battery America,1.0,,
direct_context,mistral-small3.2:24b,13,Rivian Automotive,known_kb_company,evidence_company,Rivian Automotive,1.0,,
direct_context,mistral-small3.2:24b,14,WIKA USA,known_kb_company,evidence_company,WIKA USA,1.0,,
direct_context,mistral-small3.2:24b,14,Woodbridge Foam Corp,known_kb_company,evidence_company,Woodbridge Foam Corp.,1.0,,
direct_context,mistral-small3.2:24b,18,GSC Steel Stamping LLC,known_kb_company,evidence_company,GSC Steel Stamping LLC,1.0,,
direct_context,mistral-small3.2:24b,18,Hitachi Astemo (Georgia),known_kb_company,evidence_company,Hitachi Astemo,1.0,,
direct_context,mistral-small3.2:24b,18,Hyundai Transys Georgia Powertrain,known_kb_company,evidence_company,Hyundai Transys Georgia Powertrain,1.0,,
direct_context,mistral-small3.2:24b,19,PPG Industries Inc,known_kb_company,evidence_company,PPG Industries Inc.,1.0,,
direct_context,mistral-small3.2:24b,19,Stryten Energy,known_kb_company,evidence_company,Stryten Energy,1.0,,
direct_context,mistral-small3.2:24b,20,Hitachi Astemo Americas Inc,known_kb_company,evidence_company,Hitachi Astemo Americas Inc.,1.0,,
direct_context,mistral-small3.2:24b,20,Hollingsworth & Vose Co,known_kb_company,evidence_company,Hollingsworth & Vose Co.,1.0,,
direct_context,mistral-small3.2:24b,20,Honda Development & Manufacturing,known_kb_company,evidence_company,Honda Development & Manufacturing,1.0,,
direct_context,mistral-small3.2:24b,20,Hyundai Motor Group,known_kb_company,evidence_company,Hyundai Motor Group,1.0,,
direct_context,mistral-small3.2:24b,20,F&P Georgia Manufacturing,known_kb_company,evidence_company,F&P Georgia Manufacturing,1.0,,
direct_context,mistral-small3.2:24b,20,ZF Gainesville LLC,known_kb_company,evidence_company,ZF Gainesville LLC,1.0,,
direct_context,mistral-small3.2:24b,21,JTEKT North America Corp,known_kb_company,evidence_company,JTEKT North America Corp.,1.0,,
direct_context,mistral-small3.2:24b,21,Kautex Inc,known_kb_company,evidence_company,Kautex Inc.,1.0,,
direct_context,mistral-small3.2:24b,21,Grudem,known_kb_company,evidence_company,Grudem,1.0,,
direct_context,mistral-small3.2:24b,21,Flambeau Inc,known_kb_company,evidence_company,Flambeau Inc.,1.0,,
direct_context,mistral-small3.2:24b,21,Arising Industries Inc,known_kb_company,evidence_company,Arising Industries Inc.,1.0,,
direct_context,mistral-small3.2:24b,21,Dinex Emissions Inc,known_kb_company,evidence_company,Dinex Emissions Inc.,1.0,,
direct_context,mistral-small3.2:24b,21,ACM Georgia LLC,known_kb_company,evidence_company,ACM Georgia LLC,1.0,,
